"","agouti_sequence","image_id","individual","notes"
"144","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/5806521b-0ab2-4cd7-906d-35ba764db19a","1","ABE",""
"145","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/cac333e5-bda2-43e4-b805-35a8ff458a19","1","LAR","asymetrical peak, white spot left ear"
"146","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/fbc0046d-157d-408c-a3f7-47067ef3ab94","1","LAR","asymetrical peak, white spot left ear"
"147","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/fcc5d069-bb53-450d-9d51-ab7a6c881d21","1","LAR","asymetrical peak, white spot left ear"
"148","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/4a9bb448-b963-452d-a300-bd0462c6942b","1","TOM",""
"149","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/15df25cb-1a18-4254-81b8-d999d7eedec5","1","ABE",""
"150","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/15df25cb-1a18-4254-81b8-d999d7eedec5","1","BEA","check this!"
"151","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/ebff7d74-1b38-42c3-8af5-7c7651fc2516","1","TOM",""
"152","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/4e12c26d-aae9-472a-ad2d-2d1aed140ff2","1","SAD",""
"153","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/4e12c26d-aae9-472a-ad2d-2d1aed140ff2","1","SMG",""
"154","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/4e12c26d-aae9-472a-ad2d-2d1aed140ff2","1","ABE",""
"155","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/fe86a534-456c-4ef0-9d11-b5e0df87b327","1","SMG",""
"156","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/fe86a534-456c-4ef0-9d11-b5e0df87b327","1","TOM",""
"157","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/158dd0f4-ae01-422f-ac17-e56cdf442d42","1","TOM",""
"158","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/158dd0f4-ae01-422f-ac17-e56cdf442d42","1","SAD",""
"159","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/c4ae1497-5825-4720-a1cf-72467417f752","1","SAD",""
"160","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/eabca757-1dbc-4419-a357-838005cdf8db","1","SAD",""
"161","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/c90adcd6-49f2-4fd1-86e4-37027725141c","1","SAD",""
"162","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/9d393f20-d020-4c4a-958c-d75b98a1b5e9","1","SMG",""
"163","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/8ac8d2f8-1cf9-4e9d-8b8b-099496ab78c9","1","SAD",""
"164","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/0e0f08dd-d16d-4530-a946-24bc03f94d16","1","DOT",""
"165","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/0e0f08dd-d16d-4530-a946-24bc03f94d16","1","LAR",""
"166","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/3ec8a42c-e29b-4a46-816f-1d8cab5a9538","1","SMG",""
"167","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/c5baff2d-f54d-41c6-ab53-4e9791cedfe1","1","DOT",""
"168","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/a38944fd-032d-4c69-a866-31d7dea6f9bb","1","SPT",""
"169","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/16d4db4d-67aa-4415-a2f6-a5adc396a861","1","TOM",""
"170","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/0c0eac67-f68e-4cb5-970f-17ee1eeda6d1","1","SAD",""
"171","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/4f77af5f-9909-4f5b-85f7-636919664512","1","SMG",""
"172","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/7049d9c6-1fa1-4904-9bf3-12108da4ab2d","1","OLG","Both Brendan and ZG think so, but not 100%"
"173","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/bde98f22-b178-4577-824f-f012600e6b79","1","TOM",""
"174","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/f0d05749-529e-48e1-9644-b2f8856cdc79","1","SMG",""
"175","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/cd5dac1d-cfe7-427e-90b7-8f3dfa050190","1","BEA or OLG","80% sure, could be OLG too"
