"","SourceFile","FileName","CreateDate","create_date_tz_panama","create_date_tz_monterrey_mx","create_date_tz_monterrey_mx_agouti","create_date_tz_berlin","create_date_tz_berlin_agouti"
"1","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-27__14-33-12.MP4","SURVEY-CEBUS-03-01-R1__2017-03-27__14-33-12.MP4","27/03/2017 14:33:12",2017-03-27 14:33:12,2017-03-27 13:33:12,"27/03/2017 13:33:12",2017-03-27 21:33:12,"27/03/2017 21:33:12"
"2","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-27__14-33-48.MP4","SURVEY-CEBUS-03-01-R1__2017-03-27__14-33-48.MP4","27/03/2017 14:33:48",2017-03-27 14:33:48,2017-03-27 13:33:48,"27/03/2017 13:33:48",2017-03-27 21:33:48,"27/03/2017 21:33:48"
"3","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-27__14-34-27.MP4","SURVEY-CEBUS-03-01-R1__2017-03-27__14-34-27.MP4","27/03/2017 14:34:27",2017-03-27 14:34:27,2017-03-27 13:34:27,"27/03/2017 13:34:27",2017-03-27 21:34:27,"27/03/2017 21:34:27"
"4","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__10-12-29.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__10-12-29.MP4","28/03/2017 10:12:29",2017-03-28 10:12:29,2017-03-28 09:12:29,"28/03/2017 09:12:29",2017-03-28 17:12:29,"28/03/2017 17:12:29"
"5","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__10-34-05.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__10-34-05.MP4","28/03/2017 10:34:05",2017-03-28 10:34:05,2017-03-28 09:34:05,"28/03/2017 09:34:05",2017-03-28 17:34:05,"28/03/2017 17:34:05"
"6","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__10-34-48.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__10-34-48.MP4","28/03/2017 10:34:48",2017-03-28 10:34:48,2017-03-28 09:34:48,"28/03/2017 09:34:48",2017-03-28 17:34:48,"28/03/2017 17:34:48"
"7","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__10-35-38.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__10-35-38.MP4","28/03/2017 10:35:38",2017-03-28 10:35:38,2017-03-28 09:35:38,"28/03/2017 09:35:38",2017-03-28 17:35:38,"28/03/2017 17:35:38"
"8","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__10-36-13.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__10-36-13.MP4","28/03/2017 10:36:13",2017-03-28 10:36:13,2017-03-28 09:36:13,"28/03/2017 09:36:13",2017-03-28 17:36:13,"28/03/2017 17:36:13"
"9","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__10-36-51.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__10-36-51.MP4","28/03/2017 10:36:51",2017-03-28 10:36:51,2017-03-28 09:36:51,"28/03/2017 09:36:51",2017-03-28 17:36:51,"28/03/2017 17:36:51"
"10","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__10-38-10.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__10-38-10.MP4","28/03/2017 10:38:10",2017-03-28 10:38:10,2017-03-28 09:38:10,"28/03/2017 09:38:10",2017-03-28 17:38:10,"28/03/2017 17:38:10"
"11","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__10-38-59.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__10-38-59.MP4","28/03/2017 10:38:59",2017-03-28 10:38:59,2017-03-28 09:38:59,"28/03/2017 09:38:59",2017-03-28 17:38:59,"28/03/2017 17:38:59"
"12","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__10-44-30.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__10-44-30.MP4","28/03/2017 10:44:30",2017-03-28 10:44:30,2017-03-28 09:44:30,"28/03/2017 09:44:30",2017-03-28 17:44:30,"28/03/2017 17:44:30"
"13","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__10-46-05.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__10-46-05.MP4","28/03/2017 10:46:05",2017-03-28 10:46:05,2017-03-28 09:46:05,"28/03/2017 09:46:05",2017-03-28 17:46:05,"28/03/2017 17:46:05"
"14","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__10-47-55.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__10-47-55.MP4","28/03/2017 10:47:55",2017-03-28 10:47:55,2017-03-28 09:47:55,"28/03/2017 09:47:55",2017-03-28 17:47:55,"28/03/2017 17:47:55"
"15","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__10-55-01.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__10-55-01.MP4","28/03/2017 10:55:01",2017-03-28 10:55:01,2017-03-28 09:55:01,"28/03/2017 09:55:01",2017-03-28 17:55:01,"28/03/2017 17:55:01"
"16","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__10-56-39.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__10-56-39.MP4","28/03/2017 10:56:39",2017-03-28 10:56:39,2017-03-28 09:56:39,"28/03/2017 09:56:39",2017-03-28 17:56:39,"28/03/2017 17:56:39"
"17","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__10-57-17.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__10-57-17.MP4","28/03/2017 10:57:17",2017-03-28 10:57:17,2017-03-28 09:57:17,"28/03/2017 09:57:17",2017-03-28 17:57:17,"28/03/2017 17:57:17"
"18","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__10-58-01.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__10-58-01.MP4","28/03/2017 10:58:01",2017-03-28 10:58:01,2017-03-28 09:58:01,"28/03/2017 09:58:01",2017-03-28 17:58:01,"28/03/2017 17:58:01"
"19","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-02-38.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-02-38.MP4","28/03/2017 11:02:38",2017-03-28 11:02:38,2017-03-28 10:02:38,"28/03/2017 10:02:38",2017-03-28 18:02:38,"28/03/2017 18:02:38"
"20","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-06-48.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-06-48.MP4","28/03/2017 11:06:48",2017-03-28 11:06:48,2017-03-28 10:06:48,"28/03/2017 10:06:48",2017-03-28 18:06:48,"28/03/2017 18:06:48"
"21","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-08-17.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-08-17.MP4","28/03/2017 11:08:17",2017-03-28 11:08:17,2017-03-28 10:08:17,"28/03/2017 10:08:17",2017-03-28 18:08:17,"28/03/2017 18:08:17"
"22","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-10-25.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-10-25.MP4","28/03/2017 11:10:25",2017-03-28 11:10:25,2017-03-28 10:10:25,"28/03/2017 10:10:25",2017-03-28 18:10:25,"28/03/2017 18:10:25"
"23","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-12-49.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-12-49.MP4","28/03/2017 11:12:49",2017-03-28 11:12:49,2017-03-28 10:12:49,"28/03/2017 10:12:49",2017-03-28 18:12:49,"28/03/2017 18:12:49"
"24","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-14-12.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-14-12.MP4","28/03/2017 11:14:12",2017-03-28 11:14:12,2017-03-28 10:14:12,"28/03/2017 10:14:12",2017-03-28 18:14:12,"28/03/2017 18:14:12"
"25","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-17-10.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-17-10.MP4","28/03/2017 11:17:10",2017-03-28 11:17:10,2017-03-28 10:17:10,"28/03/2017 10:17:10",2017-03-28 18:17:10,"28/03/2017 18:17:10"
"26","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-26-34.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-26-34.MP4","28/03/2017 11:26:34",2017-03-28 11:26:34,2017-03-28 10:26:34,"28/03/2017 10:26:34",2017-03-28 18:26:34,"28/03/2017 18:26:34"
"27","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-28-42.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-28-42.MP4","28/03/2017 11:28:42",2017-03-28 11:28:42,2017-03-28 10:28:42,"28/03/2017 10:28:42",2017-03-28 18:28:42,"28/03/2017 18:28:42"
"28","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-29-24.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-29-24.MP4","28/03/2017 11:29:24",2017-03-28 11:29:24,2017-03-28 10:29:24,"28/03/2017 10:29:24",2017-03-28 18:29:24,"28/03/2017 18:29:24"
"29","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-31-46.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-31-46.MP4","28/03/2017 11:31:46",2017-03-28 11:31:46,2017-03-28 10:31:46,"28/03/2017 10:31:46",2017-03-28 18:31:46,"28/03/2017 18:31:46"
"30","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-33-05.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-33-05.MP4","28/03/2017 11:33:05",2017-03-28 11:33:05,2017-03-28 10:33:05,"28/03/2017 10:33:05",2017-03-28 18:33:05,"28/03/2017 18:33:05"
"31","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-34-10.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-34-10.MP4","28/03/2017 11:34:10",2017-03-28 11:34:10,2017-03-28 10:34:10,"28/03/2017 10:34:10",2017-03-28 18:34:10,"28/03/2017 18:34:10"
"32","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-36-28.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-36-28.MP4","28/03/2017 11:36:28",2017-03-28 11:36:28,2017-03-28 10:36:28,"28/03/2017 10:36:28",2017-03-28 18:36:28,"28/03/2017 18:36:28"
"33","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-39-25.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-39-25.MP4","28/03/2017 11:39:25",2017-03-28 11:39:25,2017-03-28 10:39:25,"28/03/2017 10:39:25",2017-03-28 18:39:25,"28/03/2017 18:39:25"
"34","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-42-08.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-42-08.MP4","28/03/2017 11:42:08",2017-03-28 11:42:08,2017-03-28 10:42:08,"28/03/2017 10:42:08",2017-03-28 18:42:08,"28/03/2017 18:42:08"
"35","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-44-34.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-44-34.MP4","28/03/2017 11:44:34",2017-03-28 11:44:34,2017-03-28 10:44:34,"28/03/2017 10:44:34",2017-03-28 18:44:34,"28/03/2017 18:44:34"
"36","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-45-44.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-45-44.MP4","28/03/2017 11:45:44",2017-03-28 11:45:44,2017-03-28 10:45:44,"28/03/2017 10:45:44",2017-03-28 18:45:44,"28/03/2017 18:45:44"
"37","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-49-31.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-49-31.MP4","28/03/2017 11:49:31",2017-03-28 11:49:31,2017-03-28 10:49:31,"28/03/2017 10:49:31",2017-03-28 18:49:31,"28/03/2017 18:49:31"
"38","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__11-54-47.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__11-54-47.MP4","28/03/2017 11:54:47",2017-03-28 11:54:47,2017-03-28 10:54:47,"28/03/2017 10:54:47",2017-03-28 18:54:47,"28/03/2017 18:54:47"
"39","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__12-01-16.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__12-01-16.MP4","28/03/2017 12:01:16",2017-03-28 12:01:16,2017-03-28 11:01:16,"28/03/2017 11:01:16",2017-03-28 19:01:16,"28/03/2017 19:01:16"
"40","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__12-02-15.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__12-02-15.MP4","28/03/2017 12:02:15",2017-03-28 12:02:15,2017-03-28 11:02:15,"28/03/2017 11:02:15",2017-03-28 19:02:15,"28/03/2017 19:02:15"
"41","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__12-05-41.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__12-05-41.MP4","28/03/2017 12:05:41",2017-03-28 12:05:41,2017-03-28 11:05:41,"28/03/2017 11:05:41",2017-03-28 19:05:41,"28/03/2017 19:05:41"
"42","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__12-06-17.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__12-06-17.MP4","28/03/2017 12:06:17",2017-03-28 12:06:17,2017-03-28 11:06:17,"28/03/2017 11:06:17",2017-03-28 19:06:17,"28/03/2017 19:06:17"
"43","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__12-14-46.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__12-14-46.MP4","28/03/2017 12:14:46",2017-03-28 12:14:46,2017-03-28 11:14:46,"28/03/2017 11:14:46",2017-03-28 19:14:46,"28/03/2017 19:14:46"
"44","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__12-15-24.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__12-15-24.MP4","28/03/2017 12:15:24",2017-03-28 12:15:24,2017-03-28 11:15:24,"28/03/2017 11:15:24",2017-03-28 19:15:24,"28/03/2017 19:15:24"
"45","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__12-16-25.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__12-16-25.MP4","28/03/2017 12:16:25",2017-03-28 12:16:25,2017-03-28 11:16:25,"28/03/2017 11:16:25",2017-03-28 19:16:25,"28/03/2017 19:16:25"
"46","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__12-19-54.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__12-19-54.MP4","28/03/2017 12:19:54",2017-03-28 12:19:54,2017-03-28 11:19:54,"28/03/2017 11:19:54",2017-03-28 19:19:54,"28/03/2017 19:19:54"
"47","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__12-21-07.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__12-21-07.MP4","28/03/2017 12:21:07",2017-03-28 12:21:07,2017-03-28 11:21:07,"28/03/2017 11:21:07",2017-03-28 19:21:07,"28/03/2017 19:21:07"
"48","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__12-38-09.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__12-38-09.MP4","28/03/2017 12:38:09",2017-03-28 12:38:09,2017-03-28 11:38:09,"28/03/2017 11:38:09",2017-03-28 19:38:09,"28/03/2017 19:38:09"
"49","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__13-03-17.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__13-03-17.MP4","28/03/2017 13:03:17",2017-03-28 13:03:17,2017-03-28 12:03:17,"28/03/2017 12:03:17",2017-03-28 20:03:17,"28/03/2017 20:03:17"
"50","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-28__13-21-31.MP4","SURVEY-CEBUS-03-01-R1__2017-03-28__13-21-31.MP4","28/03/2017 13:21:31",2017-03-28 13:21:31,2017-03-28 12:21:31,"28/03/2017 12:21:31",2017-03-28 20:21:31,"28/03/2017 20:21:31"
"51","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-29__10-47-58.MP4","SURVEY-CEBUS-03-01-R1__2017-03-29__10-47-58.MP4","29/03/2017 10:47:58",2017-03-29 10:47:58,2017-03-29 09:47:58,"29/03/2017 09:47:58",2017-03-29 17:47:58,"29/03/2017 17:47:58"
"52","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-29__10-49-03.MP4","SURVEY-CEBUS-03-01-R1__2017-03-29__10-49-03.MP4","29/03/2017 10:49:03",2017-03-29 10:49:03,2017-03-29 09:49:03,"29/03/2017 09:49:03",2017-03-29 17:49:03,"29/03/2017 17:49:03"
"53","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-29__11-12-19.MP4","SURVEY-CEBUS-03-01-R1__2017-03-29__11-12-19.MP4","29/03/2017 11:12:19",2017-03-29 11:12:19,2017-03-29 10:12:19,"29/03/2017 10:12:19",2017-03-29 18:12:19,"29/03/2017 18:12:19"
"54","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-29__11-14-28.MP4","SURVEY-CEBUS-03-01-R1__2017-03-29__11-14-28.MP4","29/03/2017 11:14:28",2017-03-29 11:14:28,2017-03-29 10:14:28,"29/03/2017 10:14:28",2017-03-29 18:14:28,"29/03/2017 18:14:28"
"55","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-29__12-11-56.MP4","SURVEY-CEBUS-03-01-R1__2017-03-29__12-11-56.MP4","29/03/2017 12:11:56",2017-03-29 12:11:56,2017-03-29 11:11:56,"29/03/2017 11:11:56",2017-03-29 19:11:56,"29/03/2017 19:11:56"
"56","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-29__16-16-10.MP4","SURVEY-CEBUS-03-01-R1__2017-03-29__16-16-10.MP4","29/03/2017 16:16:10",2017-03-29 16:16:10,2017-03-29 15:16:10,"29/03/2017 15:16:10",2017-03-29 23:16:10,"29/03/2017 23:16:10"
"57","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-29__16-17-38.MP4","SURVEY-CEBUS-03-01-R1__2017-03-29__16-17-38.MP4","29/03/2017 16:17:38",2017-03-29 16:17:38,2017-03-29 15:17:38,"29/03/2017 15:17:38",2017-03-29 23:17:38,"29/03/2017 23:17:38"
"58","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-29__16-32-59.MP4","SURVEY-CEBUS-03-01-R1__2017-03-29__16-32-59.MP4","29/03/2017 16:32:59",2017-03-29 16:32:59,2017-03-29 15:32:59,"29/03/2017 15:32:59",2017-03-29 23:32:59,"29/03/2017 23:32:59"
"59","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-29__16-33-40.MP4","SURVEY-CEBUS-03-01-R1__2017-03-29__16-33-40.MP4","29/03/2017 16:33:40",2017-03-29 16:33:40,2017-03-29 15:33:40,"29/03/2017 15:33:40",2017-03-29 23:33:40,"29/03/2017 23:33:40"
"60","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-03-29__16-34-19.MP4","SURVEY-CEBUS-03-01-R1__2017-03-29__16-34-19.MP4","29/03/2017 16:34:19",2017-03-29 16:34:19,2017-03-29 15:34:19,"29/03/2017 15:34:19",2017-03-29 23:34:19,"29/03/2017 23:34:19"
"61","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-01__11-58-19.MP4","SURVEY-CEBUS-03-01-R1__2017-04-01__11-58-19.MP4","01/04/2017 11:58:19",2017-04-01 11:58:19,2017-04-01 10:58:19,"01/04/2017 10:58:19",2017-04-01 18:58:19,"01/04/2017 18:58:19"
"62","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-01__13-41-07.MP4","SURVEY-CEBUS-03-01-R1__2017-04-01__13-41-07.MP4","01/04/2017 13:41:07",2017-04-01 13:41:07,2017-04-01 12:41:07,"01/04/2017 12:41:07",2017-04-01 20:41:07,"01/04/2017 20:41:07"
"63","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-01__17-54-10.MP4","SURVEY-CEBUS-03-01-R1__2017-04-01__17-54-10.MP4","01/04/2017 17:54:10",2017-04-01 17:54:10,2017-04-01 16:54:10,"01/04/2017 16:54:10",2017-04-02 00:54:10,"02/04/2017 00:54:10"
"64","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-04__06-32-12.MP4","SURVEY-CEBUS-03-01-R1__2017-04-04__06-32-12.MP4","04/04/2017 06:32:12",2017-04-04 06:32:12,2017-04-04 06:32:12,"04/04/2017 06:32:12",2017-04-04 13:32:12,"04/04/2017 13:32:12"
"65","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-04__06-33-51.MP4","SURVEY-CEBUS-03-01-R1__2017-04-04__06-33-51.MP4","04/04/2017 06:33:51",2017-04-04 06:33:51,2017-04-04 06:33:51,"04/04/2017 06:33:51",2017-04-04 13:33:51,"04/04/2017 13:33:51"
"66","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-04__11-37-22.MP4","SURVEY-CEBUS-03-01-R1__2017-04-04__11-37-22.MP4","04/04/2017 11:37:22",2017-04-04 11:37:22,2017-04-04 11:37:22,"04/04/2017 11:37:22",2017-04-04 18:37:22,"04/04/2017 18:37:22"
"67","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-04__11-44-00.MP4","SURVEY-CEBUS-03-01-R1__2017-04-04__11-44-00.MP4","04/04/2017 11:44:00",2017-04-04 11:44:00,2017-04-04 11:44:00,"04/04/2017 11:44:00",2017-04-04 18:44:00,"04/04/2017 18:44:00"
"68","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-04__11-52-56.MP4","SURVEY-CEBUS-03-01-R1__2017-04-04__11-52-56.MP4","04/04/2017 11:52:56",2017-04-04 11:52:56,2017-04-04 11:52:56,"04/04/2017 11:52:56",2017-04-04 18:52:56,"04/04/2017 18:52:56"
"69","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-04__12-02-14.MP4","SURVEY-CEBUS-03-01-R1__2017-04-04__12-02-14.MP4","04/04/2017 12:02:14",2017-04-04 12:02:14,2017-04-04 12:02:14,"04/04/2017 12:02:14",2017-04-04 19:02:14,"04/04/2017 19:02:14"
