"","SourceFile","FileName","CreateDate","create_date_tz_panama","create_date_tz_monterrey_mx","create_date_tz_monterrey_mx_agouti","create_date_tz_berlin","create_date_tz_berlin_agouti"
"222","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-26__15-22-33.MP4","SURVEY-CEBUS-03-01-R1__2017-04-26__15-22-33.MP4","26/04/2017 15:22:33",2017-04-26 15:22:33,2017-04-26 15:22:33,"26/04/2017 15:22:33",2017-04-26 22:22:33,"26/04/2017 22:22:33"
"223","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-26__15-24-35.MP4","SURVEY-CEBUS-03-01-R1__2017-04-26__15-24-35.MP4","26/04/2017 15:24:35",2017-04-26 15:24:35,2017-04-26 15:24:35,"26/04/2017 15:24:35",2017-04-26 22:24:35,"26/04/2017 22:24:35"
"224","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-26__15-25-56.MP4","SURVEY-CEBUS-03-01-R1__2017-04-26__15-25-56.MP4","26/04/2017 15:25:56",2017-04-26 15:25:56,2017-04-26 15:25:56,"26/04/2017 15:25:56",2017-04-26 22:25:56,"26/04/2017 22:25:56"
"225","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-27__15-29-59.MP4","SURVEY-CEBUS-03-01-R1__2017-04-27__15-29-59.MP4","27/04/2017 15:29:59",2017-04-27 15:29:59,2017-04-27 15:29:59,"27/04/2017 15:29:59",2017-04-27 22:29:59,"27/04/2017 22:29:59"
"226","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-27__15-40-40.MP4","SURVEY-CEBUS-03-01-R1__2017-04-27__15-40-40.MP4","27/04/2017 15:40:40",2017-04-27 15:40:40,2017-04-27 15:40:40,"27/04/2017 15:40:40",2017-04-27 22:40:40,"27/04/2017 22:40:40"
"227","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-27__15-48-31.MP4","SURVEY-CEBUS-03-01-R1__2017-04-27__15-48-31.MP4","27/04/2017 15:48:31",2017-04-27 15:48:31,2017-04-27 15:48:31,"27/04/2017 15:48:31",2017-04-27 22:48:31,"27/04/2017 22:48:31"
"228","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-27__15-49-08.MP4","SURVEY-CEBUS-03-01-R1__2017-04-27__15-49-08.MP4","27/04/2017 15:49:08",2017-04-27 15:49:08,2017-04-27 15:49:08,"27/04/2017 15:49:08",2017-04-27 22:49:08,"27/04/2017 22:49:08"
"229","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-27__15-49-46.MP4","SURVEY-CEBUS-03-01-R1__2017-04-27__15-49-46.MP4","27/04/2017 15:49:46",2017-04-27 15:49:46,2017-04-27 15:49:46,"27/04/2017 15:49:46",2017-04-27 22:49:46,"27/04/2017 22:49:46"
"230","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-27__15-50-21.MP4","SURVEY-CEBUS-03-01-R1__2017-04-27__15-50-21.MP4","27/04/2017 15:50:21",2017-04-27 15:50:21,2017-04-27 15:50:21,"27/04/2017 15:50:21",2017-04-27 22:50:21,"27/04/2017 22:50:21"
"231","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-27__15-50-58.MP4","SURVEY-CEBUS-03-01-R1__2017-04-27__15-50-58.MP4","27/04/2017 15:50:58",2017-04-27 15:50:58,2017-04-27 15:50:58,"27/04/2017 15:50:58",2017-04-27 22:50:58,"27/04/2017 22:50:58"
"232","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-27__15-51-57.MP4","SURVEY-CEBUS-03-01-R1__2017-04-27__15-51-57.MP4","27/04/2017 15:51:57",2017-04-27 15:51:57,2017-04-27 15:51:57,"27/04/2017 15:51:57",2017-04-27 22:51:57,"27/04/2017 22:51:57"
"233","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-27__15-52-32.MP4","SURVEY-CEBUS-03-01-R1__2017-04-27__15-52-32.MP4","27/04/2017 15:52:32",2017-04-27 15:52:32,2017-04-27 15:52:32,"27/04/2017 15:52:32",2017-04-27 22:52:32,"27/04/2017 22:52:32"
"234","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-27__15-53-08.MP4","SURVEY-CEBUS-03-01-R1__2017-04-27__15-53-08.MP4","27/04/2017 15:53:08",2017-04-27 15:53:08,2017-04-27 15:53:08,"27/04/2017 15:53:08",2017-04-27 22:53:08,"27/04/2017 22:53:08"
"235","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-27__15-53-51.MP4","SURVEY-CEBUS-03-01-R1__2017-04-27__15-53-51.MP4","27/04/2017 15:53:51",2017-04-27 15:53:51,2017-04-27 15:53:51,"27/04/2017 15:53:51",2017-04-27 22:53:51,"27/04/2017 22:53:51"
"236","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-27__17-41-23.MP4","SURVEY-CEBUS-03-01-R1__2017-04-27__17-41-23.MP4","27/04/2017 17:41:23",2017-04-27 17:41:23,2017-04-27 17:41:23,"27/04/2017 17:41:23",2017-04-28 00:41:23,"28/04/2017 00:41:23"
"237","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-27__17-43-23.MP4","SURVEY-CEBUS-03-01-R1__2017-04-27__17-43-23.MP4","27/04/2017 17:43:23",2017-04-27 17:43:23,2017-04-27 17:43:23,"27/04/2017 17:43:23",2017-04-28 00:43:23,"28/04/2017 00:43:23"
"238","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-27__17-44-00.MP4","SURVEY-CEBUS-03-01-R1__2017-04-27__17-44-00.MP4","27/04/2017 17:44:00",2017-04-27 17:44:00,2017-04-27 17:44:00,"27/04/2017 17:44:00",2017-04-28 00:44:00,"28/04/2017 00:44:00"
"239","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-27__17-45-45.MP4","SURVEY-CEBUS-03-01-R1__2017-04-27__17-45-45.MP4","27/04/2017 17:45:45",2017-04-27 17:45:45,2017-04-27 17:45:45,"27/04/2017 17:45:45",2017-04-28 00:45:45,"28/04/2017 00:45:45"
"240","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-27__17-46-24.MP4","SURVEY-CEBUS-03-01-R1__2017-04-27__17-46-24.MP4","27/04/2017 17:46:24",2017-04-27 17:46:24,2017-04-27 17:46:24,"27/04/2017 17:46:24",2017-04-28 00:46:24,"28/04/2017 00:46:24"
"241","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-27__17-47-01.MP4","SURVEY-CEBUS-03-01-R1__2017-04-27__17-47-01.MP4","27/04/2017 17:47:01",2017-04-27 17:47:01,2017-04-27 17:47:01,"27/04/2017 17:47:01",2017-04-28 00:47:01,"28/04/2017 00:47:01"
"242","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-28__16-43-44.MP4","SURVEY-CEBUS-03-01-R1__2017-04-28__16-43-44.MP4","28/04/2017 16:43:44",2017-04-28 16:43:44,2017-04-28 16:43:44,"28/04/2017 16:43:44",2017-04-28 23:43:44,"28/04/2017 23:43:44"
"243","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-28__16-44-22.MP4","SURVEY-CEBUS-03-01-R1__2017-04-28__16-44-22.MP4","28/04/2017 16:44:22",2017-04-28 16:44:22,2017-04-28 16:44:22,"28/04/2017 16:44:22",2017-04-28 23:44:22,"28/04/2017 23:44:22"
"244","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-28__16-44-58.MP4","SURVEY-CEBUS-03-01-R1__2017-04-28__16-44-58.MP4","28/04/2017 16:44:58",2017-04-28 16:44:58,2017-04-28 16:44:58,"28/04/2017 16:44:58",2017-04-28 23:44:58,"28/04/2017 23:44:58"
"245","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-28__16-45-35.MP4","SURVEY-CEBUS-03-01-R1__2017-04-28__16-45-35.MP4","28/04/2017 16:45:35",2017-04-28 16:45:35,2017-04-28 16:45:35,"28/04/2017 16:45:35",2017-04-28 23:45:35,"28/04/2017 23:45:35"
"246","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-28__16-46-12.MP4","SURVEY-CEBUS-03-01-R1__2017-04-28__16-46-12.MP4","28/04/2017 16:46:12",2017-04-28 16:46:12,2017-04-28 16:46:12,"28/04/2017 16:46:12",2017-04-28 23:46:12,"28/04/2017 23:46:12"
"247","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-28__16-46-49.MP4","SURVEY-CEBUS-03-01-R1__2017-04-28__16-46-49.MP4","28/04/2017 16:46:49",2017-04-28 16:46:49,2017-04-28 16:46:49,"28/04/2017 16:46:49",2017-04-28 23:46:49,"28/04/2017 23:46:49"
"248","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-29__18-20-00.MP4","SURVEY-CEBUS-03-01-R1__2017-04-29__18-20-00.MP4","29/04/2017 18:20:00",2017-04-29 18:20:00,2017-04-29 18:20:00,"29/04/2017 18:20:00",2017-04-30 01:20:00,"30/04/2017 01:20:00"
"249","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-03__15-44-46.MP4","SURVEY-CEBUS-03-01-R1__2017-05-03__15-44-46.MP4","03/05/2017 15:44:46",2017-05-03 15:44:46,2017-05-03 15:44:46,"03/05/2017 15:44:46",2017-05-03 22:44:46,"03/05/2017 22:44:46"
"250","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-03__15-46-01.MP4","SURVEY-CEBUS-03-01-R1__2017-05-03__15-46-01.MP4","03/05/2017 15:46:01",2017-05-03 15:46:01,2017-05-03 15:46:01,"03/05/2017 15:46:01",2017-05-03 22:46:01,"03/05/2017 22:46:01"
"251","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-03__15-46-40.MP4","SURVEY-CEBUS-03-01-R1__2017-05-03__15-46-40.MP4","03/05/2017 15:46:40",2017-05-03 15:46:40,2017-05-03 15:46:40,"03/05/2017 15:46:40",2017-05-03 22:46:40,"03/05/2017 22:46:40"
"252","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-03__15-47-18.MP4","SURVEY-CEBUS-03-01-R1__2017-05-03__15-47-18.MP4","03/05/2017 15:47:18",2017-05-03 15:47:18,2017-05-03 15:47:18,"03/05/2017 15:47:18",2017-05-03 22:47:18,"03/05/2017 22:47:18"
"253","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-03__15-47-57.MP4","SURVEY-CEBUS-03-01-R1__2017-05-03__15-47-57.MP4","03/05/2017 15:47:57",2017-05-03 15:47:57,2017-05-03 15:47:57,"03/05/2017 15:47:57",2017-05-03 22:47:57,"03/05/2017 22:47:57"
"254","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-04__17-06-41.MP4","SURVEY-CEBUS-03-01-R1__2017-05-04__17-06-41.MP4","04/05/2017 17:06:41",2017-05-04 17:06:41,2017-05-04 17:06:41,"04/05/2017 17:06:41",2017-05-05 00:06:41,"05/05/2017 00:06:41"
"255","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-04__17-14-24.MP4","SURVEY-CEBUS-03-01-R1__2017-05-04__17-14-24.MP4","04/05/2017 17:14:24",2017-05-04 17:14:24,2017-05-04 17:14:24,"04/05/2017 17:14:24",2017-05-05 00:14:24,"05/05/2017 00:14:24"
"256","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-04__17-22-56.MP4","SURVEY-CEBUS-03-01-R1__2017-05-04__17-22-56.MP4","04/05/2017 17:22:56",2017-05-04 17:22:56,2017-05-04 17:22:56,"04/05/2017 17:22:56",2017-05-05 00:22:56,"05/05/2017 00:22:56"
"257","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-04__17-23-32.MP4","SURVEY-CEBUS-03-01-R1__2017-05-04__17-23-32.MP4","04/05/2017 17:23:32",2017-05-04 17:23:32,2017-05-04 17:23:32,"04/05/2017 17:23:32",2017-05-05 00:23:32,"05/05/2017 00:23:32"
"258","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-04__17-24-10.MP4","SURVEY-CEBUS-03-01-R1__2017-05-04__17-24-10.MP4","04/05/2017 17:24:10",2017-05-04 17:24:10,2017-05-04 17:24:10,"04/05/2017 17:24:10",2017-05-05 00:24:10,"05/05/2017 00:24:10"
"259","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-04__17-24-48.MP4","SURVEY-CEBUS-03-01-R1__2017-05-04__17-24-48.MP4","04/05/2017 17:24:48",2017-05-04 17:24:48,2017-05-04 17:24:48,"04/05/2017 17:24:48",2017-05-05 00:24:48,"05/05/2017 00:24:48"
"260","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-04__17-25-25.MP4","SURVEY-CEBUS-03-01-R1__2017-05-04__17-25-25.MP4","04/05/2017 17:25:25",2017-05-04 17:25:25,2017-05-04 17:25:25,"04/05/2017 17:25:25",2017-05-05 00:25:25,"05/05/2017 00:25:25"
"261","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-10__07-39-33.MP4","SURVEY-CEBUS-03-01-R1__2017-05-10__07-39-33.MP4","10/05/2017 07:39:33",2017-05-10 07:39:33,2017-05-10 07:39:33,"10/05/2017 07:39:33",2017-05-10 14:39:33,"10/05/2017 14:39:33"
"262","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-12__16-42-55.MP4","SURVEY-CEBUS-03-01-R1__2017-05-12__16-42-55.MP4","12/05/2017 16:42:55",2017-05-12 16:42:55,2017-05-12 16:42:55,"12/05/2017 16:42:55",2017-05-12 23:42:55,"12/05/2017 23:42:55"
"263","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-12__16-44-10.MP4","SURVEY-CEBUS-03-01-R1__2017-05-12__16-44-10.MP4","12/05/2017 16:44:10",2017-05-12 16:44:10,2017-05-12 16:44:10,"12/05/2017 16:44:10",2017-05-12 23:44:10,"12/05/2017 23:44:10"
"264","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-12__16-50-02.MP4","SURVEY-CEBUS-03-01-R1__2017-05-12__16-50-02.MP4","12/05/2017 16:50:02",2017-05-12 16:50:02,2017-05-12 16:50:02,"12/05/2017 16:50:02",2017-05-12 23:50:02,"12/05/2017 23:50:02"
"265","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-12__17-55-18.MP4","SURVEY-CEBUS-03-01-R1__2017-05-12__17-55-18.MP4","12/05/2017 17:55:18",2017-05-12 17:55:18,2017-05-12 17:55:18,"12/05/2017 17:55:18",2017-05-13 00:55:18,"13/05/2017 00:55:18"
"266","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-12__17-55-54.MP4","SURVEY-CEBUS-03-01-R1__2017-05-12__17-55-54.MP4","12/05/2017 17:55:54",2017-05-12 17:55:54,2017-05-12 17:55:54,"12/05/2017 17:55:54",2017-05-13 00:55:54,"13/05/2017 00:55:54"
"267","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-12__17-56-31.MP4","SURVEY-CEBUS-03-01-R1__2017-05-12__17-56-31.MP4","12/05/2017 17:56:31",2017-05-12 17:56:31,2017-05-12 17:56:31,"12/05/2017 17:56:31",2017-05-13 00:56:31,"13/05/2017 00:56:31"
"268","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-14__15-17-47.MP4","SURVEY-CEBUS-03-01-R1__2017-05-14__15-17-47.MP4","14/05/2017 15:17:47",2017-05-14 15:17:47,2017-05-14 15:17:47,"14/05/2017 15:17:47",2017-05-14 22:17:47,"14/05/2017 22:17:47"
"269","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-15__14-51-08.MP4","SURVEY-CEBUS-03-01-R1__2017-05-15__14-51-08.MP4","15/05/2017 14:51:08",2017-05-15 14:51:08,2017-05-15 14:51:08,"15/05/2017 14:51:08",2017-05-15 21:51:08,"15/05/2017 21:51:08"
"270","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-16__16-18-52.MP4","SURVEY-CEBUS-03-01-R1__2017-05-16__16-18-52.MP4","16/05/2017 16:18:52",2017-05-16 16:18:52,2017-05-16 16:18:52,"16/05/2017 16:18:52",2017-05-16 23:18:52,"16/05/2017 23:18:52"
"271","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-17__07-54-24.MP4","SURVEY-CEBUS-03-01-R1__2017-05-17__07-54-24.MP4","17/05/2017 07:54:24",2017-05-17 07:54:24,2017-05-17 07:54:24,"17/05/2017 07:54:24",2017-05-17 14:54:24,"17/05/2017 14:54:24"
"272","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-19__17-31-47.MP4","SURVEY-CEBUS-03-01-R1__2017-05-19__17-31-47.MP4","19/05/2017 17:31:47",2017-05-19 17:31:47,2017-05-19 17:31:47,"19/05/2017 17:31:47",2017-05-20 00:31:47,"20/05/2017 00:31:47"
"273","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-20__15-34-58.MP4","SURVEY-CEBUS-03-01-R1__2017-05-20__15-34-58.MP4","20/05/2017 15:34:58",2017-05-20 15:34:58,2017-05-20 15:34:58,"20/05/2017 15:34:58",2017-05-20 22:34:58,"20/05/2017 22:34:58"
"274","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-20__15-35-35.MP4","SURVEY-CEBUS-03-01-R1__2017-05-20__15-35-35.MP4","20/05/2017 15:35:35",2017-05-20 15:35:35,2017-05-20 15:35:35,"20/05/2017 15:35:35",2017-05-20 22:35:35,"20/05/2017 22:35:35"
"275","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-20__15-44-46.MP4","SURVEY-CEBUS-03-01-R1__2017-05-20__15-44-46.MP4","20/05/2017 15:44:46",2017-05-20 15:44:46,2017-05-20 15:44:46,"20/05/2017 15:44:46",2017-05-20 22:44:46,"20/05/2017 22:44:46"
"276","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-23__16-37-33.MP4","SURVEY-CEBUS-03-01-R1__2017-05-23__16-37-33.MP4","23/05/2017 16:37:33",2017-05-23 16:37:33,2017-05-23 16:37:33,"23/05/2017 16:37:33",2017-05-23 23:37:33,"23/05/2017 23:37:33"
"277","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-23__16-50-17.MP4","SURVEY-CEBUS-03-01-R1__2017-05-23__16-50-17.MP4","23/05/2017 16:50:17",2017-05-23 16:50:17,2017-05-23 16:50:17,"23/05/2017 16:50:17",2017-05-23 23:50:17,"23/05/2017 23:50:17"
"278","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-24__18-22-27.MP4","SURVEY-CEBUS-03-01-R1__2017-05-24__18-22-27.MP4","24/05/2017 18:22:27",2017-05-24 18:22:27,2017-05-24 18:22:27,"24/05/2017 18:22:27",2017-05-25 01:22:27,"25/05/2017 01:22:27"
"279","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-27__10-02-22.MP4","SURVEY-CEBUS-03-01-R1__2017-05-27__10-02-22.MP4","27/05/2017 10:02:22",2017-05-27 10:02:22,2017-05-27 10:02:22,"27/05/2017 10:02:22",2017-05-27 17:02:22,"27/05/2017 17:02:22"
"280","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-29__17-01-20.MP4","SURVEY-CEBUS-03-01-R1__2017-05-29__17-01-20.MP4","29/05/2017 17:01:20",2017-05-29 17:01:20,2017-05-29 17:01:20,"29/05/2017 17:01:20",2017-05-30 00:01:20,"30/05/2017 00:01:20"
"281","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-29__17-13-06.MP4","SURVEY-CEBUS-03-01-R1__2017-05-29__17-13-06.MP4","29/05/2017 17:13:06",2017-05-29 17:13:06,2017-05-29 17:13:06,"29/05/2017 17:13:06",2017-05-30 00:13:06,"30/05/2017 00:13:06"
"282","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-30__18-12-50.MP4","SURVEY-CEBUS-03-01-R1__2017-05-30__18-12-50.MP4","30/05/2017 18:12:50",2017-05-30 18:12:50,2017-05-30 18:12:50,"30/05/2017 18:12:50",2017-05-31 01:12:50,"31/05/2017 01:12:50"
"283","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-30__18-13-27.MP4","SURVEY-CEBUS-03-01-R1__2017-05-30__18-13-27.MP4","30/05/2017 18:13:27",2017-05-30 18:13:27,2017-05-30 18:13:27,"30/05/2017 18:13:27",2017-05-31 01:13:27,"31/05/2017 01:13:27"
"284","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-30__18-14-34.MP4","SURVEY-CEBUS-03-01-R1__2017-05-30__18-14-34.MP4","30/05/2017 18:14:34",2017-05-30 18:14:34,2017-05-30 18:14:34,"30/05/2017 18:14:34",2017-05-31 01:14:34,"31/05/2017 01:14:34"
"285","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-05-31__15-27-52.MP4","SURVEY-CEBUS-03-01-R1__2017-05-31__15-27-52.MP4","31/05/2017 15:27:52",2017-05-31 15:27:52,2017-05-31 15:27:52,"31/05/2017 15:27:52",2017-05-31 22:27:52,"31/05/2017 22:27:52"
"286","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-01__09-51-57.MP4","SURVEY-CEBUS-03-01-R1__2017-06-01__09-51-57.MP4","01/06/2017 09:51:57",2017-06-01 09:51:57,2017-06-01 09:51:57,"01/06/2017 09:51:57",2017-06-01 16:51:57,"01/06/2017 16:51:57"
"287","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-01__09-52-48.MP4","SURVEY-CEBUS-03-01-R1__2017-06-01__09-52-48.MP4","01/06/2017 09:52:48",2017-06-01 09:52:48,2017-06-01 09:52:48,"01/06/2017 09:52:48",2017-06-01 16:52:48,"01/06/2017 16:52:48"
"288","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-01__09-57-23.MP4","SURVEY-CEBUS-03-01-R1__2017-06-01__09-57-23.MP4","01/06/2017 09:57:23",2017-06-01 09:57:23,2017-06-01 09:57:23,"01/06/2017 09:57:23",2017-06-01 16:57:23,"01/06/2017 16:57:23"
"289","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-01__10-03-09.MP4","SURVEY-CEBUS-03-01-R1__2017-06-01__10-03-09.MP4","01/06/2017 10:03:09",2017-06-01 10:03:09,2017-06-01 10:03:09,"01/06/2017 10:03:09",2017-06-01 17:03:09,"01/06/2017 17:03:09"
"290","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-06-01__10-03-53.MP4","SURVEY-CEBUS-03-01-R1__2017-06-01__10-03-53.MP4","01/06/2017 10:03:53",2017-06-01 10:03:53,2017-06-01 10:03:53,"01/06/2017 10:03:53",2017-06-01 17:03:53,"01/06/2017 17:03:53"
