SourceFile,FileName,CreateDate
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-06-R6/CEBUS-06-R6__2019-01-05__15-45-45.MP4,CEBUS-06-R6__2019-01-05__15-45-45.MP4,05/01/2019_15:45:45
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-06-R6/CEBUS-06-R6__2019-01-05__15-46-21.MP4,CEBUS-06-R6__2019-01-05__15-46-21.MP4,05/01/2019_15:46:21
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-06-R6/CEBUS-06-R6__2019-01-05__15-46-57.MP4,CEBUS-06-R6__2019-01-05__15-46-57.MP4,05/01/2019_15:46:57
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-06-R6/CEBUS-06-R6__2019-01-05__15-47-55.MP4,CEBUS-06-R6__2019-01-05__15-47-55.MP4,05/01/2019_15:47:55
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-06-R6/CEBUS-06-R6__2019-01-06__00-00-02.MP4,CEBUS-06-R6__2019-01-06__00-00-02.MP4,06/01/2019_00:00:02
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-06-R6/CEBUS-06-R6__2019-01-06__12-00-02.MP4,CEBUS-06-R6__2019-01-06__12-00-02.MP4,06/01/2019_12:00:02
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-06-R6/CEBUS-06-R6__2019-01-07__00-00-02.MP4,CEBUS-06-R6__2019-01-07__00-00-02.MP4,07/01/2019_00:00:02
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-06-R6/CEBUS-06-R6__2019-01-07__12-00-02.MP4,CEBUS-06-R6__2019-01-07__12-00-02.MP4,07/01/2019_12:00:02
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-06-R6/CEBUS-06-R6__2019-01-07__17-49-39.MP4,CEBUS-06-R6__2019-01-07__17-49-39.MP4,07/01/2019_17:49:39
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-06-R6/CEBUS-06-R6__2019-01-07__17-51-59.MP4,CEBUS-06-R6__2019-01-07__17-51-59.MP4,07/01/2019_17:51:59
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-06-R6/CEBUS-06-R6__2019-01-07__17-52-37.MP4,CEBUS-06-R6__2019-01-07__17-52-37.MP4,07/01/2019_17:52:37
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-06-R6/CEBUS-06-R6__2019-01-07__18-06-53.MP4,CEBUS-06-R6__2019-01-07__18-06-53.MP4,07/01/2019_18:06:53
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-06-R6/CEBUS-06-R6__2019-01-08__00-00-02.MP4,CEBUS-06-R6__2019-01-08__00-00-02.MP4,08/01/2019_00:00:02
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-06-R6/CEBUS-06-R6__2019-01-08__12-00-02.MP4,CEBUS-06-R6__2019-01-08__12-00-02.MP4,08/01/2019_12:00:02
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-06-R6/CEBUS-06-R6__2019-01-09__00-00-02.MP4,CEBUS-06-R6__2019-01-09__00-00-02.MP4,09/01/2019_00:00:02
