SourceFile,FileName,CreateDate
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-05__08-57-42.MP4,SURVEY-CEBUS-03-03-R2__2017-08-05__08-57-42.MP4,05/08/2017_08:57:42
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-05__08-59-08.MP4,SURVEY-CEBUS-03-03-R2__2017-08-05__08-59-08.MP4,05/08/2017_08:59:08
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-05__09-02-23.MP4,SURVEY-CEBUS-03-03-R2__2017-08-05__09-02-23.MP4,05/08/2017_09:02:23
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-07__15-25-59.MP4,SURVEY-CEBUS-03-03-R2__2017-08-07__15-25-59.MP4,07/08/2017_15:25:59
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-08__09-01-24.MP4,SURVEY-CEBUS-03-03-R2__2017-08-08__09-01-24.MP4,08/08/2017_09:01:24
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-09__07-18-37.MP4,SURVEY-CEBUS-03-03-R2__2017-08-09__07-18-37.MP4,09/08/2017_07:18:37
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-09__07-28-56.MP4,SURVEY-CEBUS-03-03-R2__2017-08-09__07-28-56.MP4,09/08/2017_07:28:56
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-09__07-59-44.MP4,SURVEY-CEBUS-03-03-R2__2017-08-09__07-59-44.MP4,09/08/2017_07:59:44
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-09__08-04-46.MP4,SURVEY-CEBUS-03-03-R2__2017-08-09__08-04-46.MP4,09/08/2017_08:04:46
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-10__09-23-18.MP4,SURVEY-CEBUS-03-03-R2__2017-08-10__09-23-18.MP4,10/08/2017_09:23:18
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-10__09-34-17.MP4,SURVEY-CEBUS-03-03-R2__2017-08-10__09-34-17.MP4,10/08/2017_09:34:17
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-10__09-57-11.MP4,SURVEY-CEBUS-03-03-R2__2017-08-10__09-57-11.MP4,10/08/2017_09:57:11
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-10__10-10-30.MP4,SURVEY-CEBUS-03-03-R2__2017-08-10__10-10-30.MP4,10/08/2017_10:10:30
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-11__08-32-01.MP4,SURVEY-CEBUS-03-03-R2__2017-08-11__08-32-01.MP4,11/08/2017_08:32:01
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-11__08-37-28.MP4,SURVEY-CEBUS-03-03-R2__2017-08-11__08-37-28.MP4,11/08/2017_08:37:28
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-11__09-13-34.MP4,SURVEY-CEBUS-03-03-R2__2017-08-11__09-13-34.MP4,11/08/2017_09:13:34
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-11__09-24-06.MP4,SURVEY-CEBUS-03-03-R2__2017-08-11__09-24-06.MP4,11/08/2017_09:24:06
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-12__07-19-18.MP4,SURVEY-CEBUS-03-03-R2__2017-08-12__07-19-18.MP4,12/08/2017_07:19:18
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-12__08-11-32.MP4,SURVEY-CEBUS-03-03-R2__2017-08-12__08-11-32.MP4,12/08/2017_08:11:32
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-12__11-27-01.MP4,SURVEY-CEBUS-03-03-R2__2017-08-12__11-27-01.MP4,12/08/2017_11:27:01
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-12__13-42-37.MP4,SURVEY-CEBUS-03-03-R2__2017-08-12__13-42-37.MP4,12/08/2017_13:42:37
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-12__13-43-47.MP4,SURVEY-CEBUS-03-03-R2__2017-08-12__13-43-47.MP4,12/08/2017_13:43:47
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-12__13-44-52.MP4,SURVEY-CEBUS-03-03-R2__2017-08-12__13-44-52.MP4,12/08/2017_13:44:52
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-12__13-45-32.MP4,SURVEY-CEBUS-03-03-R2__2017-08-12__13-45-32.MP4,12/08/2017_13:45:32
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-12__13-52-53.MP4,SURVEY-CEBUS-03-03-R2__2017-08-12__13-52-53.MP4,12/08/2017_13:52:53
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-12__13-53-56.MP4,SURVEY-CEBUS-03-03-R2__2017-08-12__13-53-56.MP4,12/08/2017_13:53:56
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-13__07-26-57.MP4,SURVEY-CEBUS-03-03-R2__2017-08-13__07-26-57.MP4,13/08/2017_07:26:57
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-13__07-28-18.MP4,SURVEY-CEBUS-03-03-R2__2017-08-13__07-28-18.MP4,13/08/2017_07:28:18
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-13__07-56-47.MP4,SURVEY-CEBUS-03-03-R2__2017-08-13__07-56-47.MP4,13/08/2017_07:56:47
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-13__07-59-14.MP4,SURVEY-CEBUS-03-03-R2__2017-08-13__07-59-14.MP4,13/08/2017_07:59:14
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-13__08-01-13.MP4,SURVEY-CEBUS-03-03-R2__2017-08-13__08-01-13.MP4,13/08/2017_08:01:13
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-13__08-27-35.MP4,SURVEY-CEBUS-03-03-R2__2017-08-13__08-27-35.MP4,13/08/2017_08:27:35
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-14__07-27-54.MP4,SURVEY-CEBUS-03-03-R2__2017-08-14__07-27-54.MP4,14/08/2017_07:27:54
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-14__09-15-39.MP4,SURVEY-CEBUS-03-03-R2__2017-08-14__09-15-39.MP4,14/08/2017_09:15:39
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-15__15-32-05.MP4,SURVEY-CEBUS-03-03-R2__2017-08-15__15-32-05.MP4,15/08/2017_15:32:05
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-16__09-14-24.MP4,SURVEY-CEBUS-03-03-R2__2017-08-16__09-14-24.MP4,16/08/2017_09:14:24
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-16__09-33-00.MP4,SURVEY-CEBUS-03-03-R2__2017-08-16__09-33-00.MP4,16/08/2017_09:33:00
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-16__09-54-40.MP4,SURVEY-CEBUS-03-03-R2__2017-08-16__09-54-40.MP4,16/08/2017_09:54:40
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-16__10-08-44.MP4,SURVEY-CEBUS-03-03-R2__2017-08-16__10-08-44.MP4,16/08/2017_10:08:44
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-17__08-14-16.MP4,SURVEY-CEBUS-03-03-R2__2017-08-17__08-14-16.MP4,17/08/2017_08:14:16
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-17__08-26-21.MP4,SURVEY-CEBUS-03-03-R2__2017-08-17__08-26-21.MP4,17/08/2017_08:26:21
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-17__09-45-10.MP4,SURVEY-CEBUS-03-03-R2__2017-08-17__09-45-10.MP4,17/08/2017_09:45:10
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-17__14-38-33.MP4,SURVEY-CEBUS-03-03-R2__2017-08-17__14-38-33.MP4,17/08/2017_14:38:33
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-17__15-24-56.MP4,SURVEY-CEBUS-03-03-R2__2017-08-17__15-24-56.MP4,17/08/2017_15:24:56
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-17__15-26-22.MP4,SURVEY-CEBUS-03-03-R2__2017-08-17__15-26-22.MP4,17/08/2017_15:26:22
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-17__15-31-59.MP4,SURVEY-CEBUS-03-03-R2__2017-08-17__15-31-59.MP4,17/08/2017_15:31:59
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-17__15-33-28.MP4,SURVEY-CEBUS-03-03-R2__2017-08-17__15-33-28.MP4,17/08/2017_15:33:28
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-17__16-55-12.MP4,SURVEY-CEBUS-03-03-R2__2017-08-17__16-55-12.MP4,17/08/2017_16:55:12
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-20__06-40-04.MP4,SURVEY-CEBUS-03-03-R2__2017-08-20__06-40-04.MP4,20/08/2017_06:40:04
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-20__09-39-51.MP4,SURVEY-CEBUS-03-03-R2__2017-08-20__09-39-51.MP4,20/08/2017_09:39:51
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-21__07-05-26.MP4,SURVEY-CEBUS-03-03-R2__2017-08-21__07-05-26.MP4,21/08/2017_07:05:26
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-21__07-19-53.MP4,SURVEY-CEBUS-03-03-R2__2017-08-21__07-19-53.MP4,21/08/2017_07:19:53
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-21__08-49-24.MP4,SURVEY-CEBUS-03-03-R2__2017-08-21__08-49-24.MP4,21/08/2017_08:49:24
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-21__08-50-11.MP4,SURVEY-CEBUS-03-03-R2__2017-08-21__08-50-11.MP4,21/08/2017_08:50:11
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-21__13-20-02.MP4,SURVEY-CEBUS-03-03-R2__2017-08-21__13-20-02.MP4,21/08/2017_13:20:02
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-22__08-34-30.MP4,SURVEY-CEBUS-03-03-R2__2017-08-22__08-34-30.MP4,22/08/2017_08:34:30
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-22__08-38-06.MP4,SURVEY-CEBUS-03-03-R2__2017-08-22__08-38-06.MP4,22/08/2017_08:38:06
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-22__13-47-16.MP4,SURVEY-CEBUS-03-03-R2__2017-08-22__13-47-16.MP4,22/08/2017_13:47:16
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-22__13-48-19.MP4,SURVEY-CEBUS-03-03-R2__2017-08-22__13-48-19.MP4,22/08/2017_13:48:19
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-23__09-38-52.MP4,SURVEY-CEBUS-03-03-R2__2017-08-23__09-38-52.MP4,23/08/2017_09:38:52
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-25__07-26-40.MP4,SURVEY-CEBUS-03-03-R2__2017-08-25__07-26-40.MP4,25/08/2017_07:26:40
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-25__07-28-43.MP4,SURVEY-CEBUS-03-03-R2__2017-08-25__07-28-43.MP4,25/08/2017_07:28:43
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-25__07-30-10.MP4,SURVEY-CEBUS-03-03-R2__2017-08-25__07-30-10.MP4,25/08/2017_07:30:10
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-25__09-12-24.MP4,SURVEY-CEBUS-03-03-R2__2017-08-25__09-12-24.MP4,25/08/2017_09:12:24
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-25__09-14-31.MP4,SURVEY-CEBUS-03-03-R2__2017-08-25__09-14-31.MP4,25/08/2017_09:14:31
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-25__09-19-10.MP4,SURVEY-CEBUS-03-03-R2__2017-08-25__09-19-10.MP4,25/08/2017_09:19:10
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-25__09-21-22.MP4,SURVEY-CEBUS-03-03-R2__2017-08-25__09-21-22.MP4,25/08/2017_09:21:22
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-25__09-31-51.MP4,SURVEY-CEBUS-03-03-R2__2017-08-25__09-31-51.MP4,25/08/2017_09:31:51
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-25__16-47-00.MP4,SURVEY-CEBUS-03-03-R2__2017-08-25__16-47-00.MP4,25/08/2017_16:47:00
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-25__16-47-47.MP4,SURVEY-CEBUS-03-03-R2__2017-08-25__16-47-47.MP4,25/08/2017_16:47:47
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-25__16-48-29.MP4,SURVEY-CEBUS-03-03-R2__2017-08-25__16-48-29.MP4,25/08/2017_16:48:29
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-25__16-49-48.MP4,SURVEY-CEBUS-03-03-R2__2017-08-25__16-49-48.MP4,25/08/2017_16:49:48
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-25__16-50-37.MP4,SURVEY-CEBUS-03-03-R2__2017-08-25__16-50-37.MP4,25/08/2017_16:50:37
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-25__16-51-18.MP4,SURVEY-CEBUS-03-03-R2__2017-08-25__16-51-18.MP4,25/08/2017_16:51:18
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-25__16-53-44.MP4,SURVEY-CEBUS-03-03-R2__2017-08-25__16-53-44.MP4,25/08/2017_16:53:44
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-25__16-55-56.MP4,SURVEY-CEBUS-03-03-R2__2017-08-25__16-55-56.MP4,25/08/2017_16:55:56
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-25__16-57-01.MP4,SURVEY-CEBUS-03-03-R2__2017-08-25__16-57-01.MP4,25/08/2017_16:57:01
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-26__06-48-04.MP4,SURVEY-CEBUS-03-03-R2__2017-08-26__06-48-04.MP4,26/08/2017_06:48:04
/Volumes/Coiba Image Data/renamed_data/R2/SURVEY-CEBUS-03-03-R2/SURVEY-CEBUS-03-03-R2__2017-08-28__10-50-25.MP4,SURVEY-CEBUS-03-03-R2__2017-08-28__10-50-25.MP4,28/08/2017_10:50:25
