SourceFile,FileName,CreateDate
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-06-R5/CEBUS-06-R5__2018-07-27__16-44-59.MP4,CEBUS-06-R5__2018-07-27__16-44-59.MP4,27/07/2018_16:44:59
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-06-R5/CEBUS-06-R5__2018-07-27__16-45-36.MP4,CEBUS-06-R5__2018-07-27__16-45-36.MP4,27/07/2018_16:45:36
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-06-R5/CEBUS-06-R5__2018-07-27__16-46-11.MP4,CEBUS-06-R5__2018-07-27__16-46-11.MP4,27/07/2018_16:46:11
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-06-R5/CEBUS-06-R5__2018-07-27__16-47-05.MP4,CEBUS-06-R5__2018-07-27__16-47-05.MP4,27/07/2018_16:47:05
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-06-R5/CEBUS-06-R5__2018-07-27__16-48-20.MP4,CEBUS-06-R5__2018-07-27__16-48-20.MP4,27/07/2018_16:48:20
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-06-R5/CEBUS-06-R5__2018-07-27__16-48-56.MP4,CEBUS-06-R5__2018-07-27__16-48-56.MP4,27/07/2018_16:48:56
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-06-R5/CEBUS-06-R5__2018-07-27__16-49-38.MP4,CEBUS-06-R5__2018-07-27__16-49-38.MP4,27/07/2018_16:49:38
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-06-R5/CEBUS-06-R5__2018-07-27__16-50-25.MP4,CEBUS-06-R5__2018-07-27__16-50-25.MP4,27/07/2018_16:50:25
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-06-R5/CEBUS-06-R5__2018-07-27__16-51-20.MP4,CEBUS-06-R5__2018-07-27__16-51-20.MP4,27/07/2018_16:51:20
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-06-R5/CEBUS-06-R5__2018-07-27__16-52-12.MP4,CEBUS-06-R5__2018-07-27__16-52-12.MP4,27/07/2018_16:52:12
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-06-R5/CEBUS-06-R5__2018-07-27__16-53-16.MP4,CEBUS-06-R5__2018-07-27__16-53-16.MP4,27/07/2018_16:53:16
