SourceFile,FileName,CreateDate
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-03-28__10-20-42.MP4,CEBUS-03-R4__2018-03-28__10-20-42.MP4,28/03/2018_10:20:42
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-03-28__16-26-41.MP4,CEBUS-03-R4__2018-03-28__16-26-41.MP4,28/03/2018_16:26:41
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-03-28__16-27-22.MP4,CEBUS-03-R4__2018-03-28__16-27-22.MP4,28/03/2018_16:27:22
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-03-28__16-31-14.MP4,CEBUS-03-R4__2018-03-28__16-31-14.MP4,28/03/2018_16:31:14
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-03-28__16-39-58.MP4,CEBUS-03-R4__2018-03-28__16-39-58.MP4,28/03/2018_16:39:58
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-03-28__16-54-55.MP4,CEBUS-03-R4__2018-03-28__16-54-55.MP4,28/03/2018_16:54:55
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-03-28__18-00-07.MP4,CEBUS-03-R4__2018-03-28__18-00-07.MP4,28/03/2018_18:00:07
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-03-28__19-40-10.MP4,CEBUS-03-R4__2018-03-28__19-40-10.MP4,28/03/2018_19:40:10
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-03-28__20-58-33.MP4,CEBUS-03-R4__2018-03-28__20-58-33.MP4,28/03/2018_20:58:33
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-03-29__09-15-59.MP4,CEBUS-03-R4__2018-03-29__09-15-59.MP4,29/03/2018_09:15:59
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-03-29__14-49-49.MP4,CEBUS-03-R4__2018-03-29__14-49-49.MP4,29/03/2018_14:49:49
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-03-29__19-37-58.MP4,CEBUS-03-R4__2018-03-29__19-37-58.MP4,29/03/2018_19:37:58
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-03-30__03-29-27.MP4,CEBUS-03-R4__2018-03-30__03-29-27.MP4,30/03/2018_03:29:27
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-03-30__03-56-16.MP4,CEBUS-03-R4__2018-03-30__03-56-16.MP4,30/03/2018_03:56:16
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-03-30__12-18-02.MP4,CEBUS-03-R4__2018-03-30__12-18-02.MP4,30/03/2018_12:18:02
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-03-30__17-34-44.MP4,CEBUS-03-R4__2018-03-30__17-34-44.MP4,30/03/2018_17:34:44
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-03-31__19-28-30.MP4,CEBUS-03-R4__2018-03-31__19-28-30.MP4,31/03/2018_19:28:30
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-04-01__03-55-14.MP4,CEBUS-03-R4__2018-04-01__03-55-14.MP4,01/04/2018_03:55:14
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-04-01__06-57-57.MP4,CEBUS-03-R4__2018-04-01__06-57-57.MP4,01/04/2018_06:57:57
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-04-01__10-56-25.MP4,CEBUS-03-R4__2018-04-01__10-56-25.MP4,01/04/2018_10:56:25
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-03-R4/CEBUS-03-R4__2018-04-01__20-44-17.MP4,CEBUS-03-R4__2018-04-01__20-44-17.MP4,01/04/2018_20:44:17
