SourceFile,FileName,CreateDate
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-14__07-41-57.MP4,SURVEY-CEBUS-07-03-R3__2018-01-14__07-41-57.MP4,14/01/2018_07:41:57
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-14__17-42-28.MP4,SURVEY-CEBUS-07-03-R3__2018-01-14__17-42-28.MP4,14/01/2018_17:42:28
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-14__18-34-58.MP4,SURVEY-CEBUS-07-03-R3__2018-01-14__18-34-58.MP4,14/01/2018_18:34:58
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-14__18-38-29.MP4,SURVEY-CEBUS-07-03-R3__2018-01-14__18-38-29.MP4,14/01/2018_18:38:29
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-14__18-39-20.MP4,SURVEY-CEBUS-07-03-R3__2018-01-14__18-39-20.MP4,14/01/2018_18:39:20
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-15__07-06-37.MP4,SURVEY-CEBUS-07-03-R3__2018-01-15__07-06-37.MP4,15/01/2018_07:06:37
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-15__15-37-48.MP4,SURVEY-CEBUS-07-03-R3__2018-01-15__15-37-48.MP4,15/01/2018_15:37:48
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-15__16-45-56.MP4,SURVEY-CEBUS-07-03-R3__2018-01-15__16-45-56.MP4,15/01/2018_16:45:56
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-15__16-48-57.MP4,SURVEY-CEBUS-07-03-R3__2018-01-15__16-48-57.MP4,15/01/2018_16:48:57
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-15__17-31-54.MP4,SURVEY-CEBUS-07-03-R3__2018-01-15__17-31-54.MP4,15/01/2018_17:31:54
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-16__17-41-56.MP4,SURVEY-CEBUS-07-03-R3__2018-01-16__17-41-56.MP4,16/01/2018_17:41:56
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-18__10-32-41.MP4,SURVEY-CEBUS-07-03-R3__2018-01-18__10-32-41.MP4,18/01/2018_10:32:41
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-18__17-19-10.MP4,SURVEY-CEBUS-07-03-R3__2018-01-18__17-19-10.MP4,18/01/2018_17:19:10
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-18__17-27-42.MP4,SURVEY-CEBUS-07-03-R3__2018-01-18__17-27-42.MP4,18/01/2018_17:27:42
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-18__17-29-24.MP4,SURVEY-CEBUS-07-03-R3__2018-01-18__17-29-24.MP4,18/01/2018_17:29:24
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-18__17-38-15.MP4,SURVEY-CEBUS-07-03-R3__2018-01-18__17-38-15.MP4,18/01/2018_17:38:15
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-18__17-40-11.MP4,SURVEY-CEBUS-07-03-R3__2018-01-18__17-40-11.MP4,18/01/2018_17:40:11
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-18__17-41-14.MP4,SURVEY-CEBUS-07-03-R3__2018-01-18__17-41-14.MP4,18/01/2018_17:41:14
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-18__17-43-15.MP4,SURVEY-CEBUS-07-03-R3__2018-01-18__17-43-15.MP4,18/01/2018_17:43:15
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-18__17-47-15.MP4,SURVEY-CEBUS-07-03-R3__2018-01-18__17-47-15.MP4,18/01/2018_17:47:15
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-18__17-50-51.MP4,SURVEY-CEBUS-07-03-R3__2018-01-18__17-50-51.MP4,18/01/2018_17:50:51
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-19__07-02-24.MP4,SURVEY-CEBUS-07-03-R3__2018-01-19__07-02-24.MP4,19/01/2018_07:02:24
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-19__11-58-40.MP4,SURVEY-CEBUS-07-03-R3__2018-01-19__11-58-40.MP4,19/01/2018_11:58:40
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-19__15-34-57.MP4,SURVEY-CEBUS-07-03-R3__2018-01-19__15-34-57.MP4,19/01/2018_15:34:57
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-20__08-43-00.MP4,SURVEY-CEBUS-07-03-R3__2018-01-20__08-43-00.MP4,20/01/2018_08:43:00
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-20__11-47-00.MP4,SURVEY-CEBUS-07-03-R3__2018-01-20__11-47-00.MP4,20/01/2018_11:47:00
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-20__15-33-07.MP4,SURVEY-CEBUS-07-03-R3__2018-01-20__15-33-07.MP4,20/01/2018_15:33:07
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-20__17-44-25.MP4,SURVEY-CEBUS-07-03-R3__2018-01-20__17-44-25.MP4,20/01/2018_17:44:25
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-22__17-56-14.MP4,SURVEY-CEBUS-07-03-R3__2018-01-22__17-56-14.MP4,22/01/2018_17:56:14
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-22__20-15-43.MP4,SURVEY-CEBUS-07-03-R3__2018-01-22__20-15-43.MP4,22/01/2018_20:15:43
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-23__12-15-27.MP4,SURVEY-CEBUS-07-03-R3__2018-01-23__12-15-27.MP4,23/01/2018_12:15:27
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-23__13-48-29.MP4,SURVEY-CEBUS-07-03-R3__2018-01-23__13-48-29.MP4,23/01/2018_13:48:29
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-23__13-49-38.MP4,SURVEY-CEBUS-07-03-R3__2018-01-23__13-49-38.MP4,23/01/2018_13:49:38
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-23__15-41-00.MP4,SURVEY-CEBUS-07-03-R3__2018-01-23__15-41-00.MP4,23/01/2018_15:41:00
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-23__18-02-15.MP4,SURVEY-CEBUS-07-03-R3__2018-01-23__18-02-15.MP4,23/01/2018_18:02:15
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-23__18-12-57.MP4,SURVEY-CEBUS-07-03-R3__2018-01-23__18-12-57.MP4,23/01/2018_18:12:57
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-23__18-18-17.MP4,SURVEY-CEBUS-07-03-R3__2018-01-23__18-18-17.MP4,23/01/2018_18:18:17
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-23__18-19-52.MP4,SURVEY-CEBUS-07-03-R3__2018-01-23__18-19-52.MP4,23/01/2018_18:19:52
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-24__06-45-47.MP4,SURVEY-CEBUS-07-03-R3__2018-01-24__06-45-47.MP4,24/01/2018_06:45:47
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-24__13-03-40.MP4,SURVEY-CEBUS-07-03-R3__2018-01-24__13-03-40.MP4,24/01/2018_13:03:40
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-25__07-26-29.MP4,SURVEY-CEBUS-07-03-R3__2018-01-25__07-26-29.MP4,25/01/2018_07:26:29
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-26__15-34-28.MP4,SURVEY-CEBUS-07-03-R3__2018-01-26__15-34-28.MP4,26/01/2018_15:34:28
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-27__06-52-32.MP4,SURVEY-CEBUS-07-03-R3__2018-01-27__06-52-32.MP4,27/01/2018_06:52:32
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-27__15-26-55.MP4,SURVEY-CEBUS-07-03-R3__2018-01-27__15-26-55.MP4,27/01/2018_15:26:55
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-27__16-36-03.MP4,SURVEY-CEBUS-07-03-R3__2018-01-27__16-36-03.MP4,27/01/2018_16:36:03
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-28__17-15-33.MP4,SURVEY-CEBUS-07-03-R3__2018-01-28__17-15-33.MP4,28/01/2018_17:15:33
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-28__17-18-25.MP4,SURVEY-CEBUS-07-03-R3__2018-01-28__17-18-25.MP4,28/01/2018_17:18:25
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-28__17-19-23.MP4,SURVEY-CEBUS-07-03-R3__2018-01-28__17-19-23.MP4,28/01/2018_17:19:23
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-28__17-22-46.MP4,SURVEY-CEBUS-07-03-R3__2018-01-28__17-22-46.MP4,28/01/2018_17:22:46
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-28__17-27-30.MP4,SURVEY-CEBUS-07-03-R3__2018-01-28__17-27-30.MP4,28/01/2018_17:27:30
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-28__17-28-46.MP4,SURVEY-CEBUS-07-03-R3__2018-01-28__17-28-46.MP4,28/01/2018_17:28:46
/Volumes/Coiba Image Data/renamed_data/R3/SURVEY-CEBUS-07-03-R3/SURVEY-CEBUS-07-03-R3__2018-01-28__17-38-25.MP4,SURVEY-CEBUS-07-03-R3__2018-01-28__17-38-25.MP4,28/01/2018_17:38:25
