SourceFile,FileName,CreateDate
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-07-27__15-03-13.MP4,CEBUS-01-R5__2018-07-27__15-03-13.MP4,27/07/2018_15:03:13
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-07-27__15-03-48.MP4,CEBUS-01-R5__2018-07-27__15-03-48.MP4,27/07/2018_15:03:48
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-07-27__15-04-57.MP4,CEBUS-01-R5__2018-07-27__15-04-57.MP4,27/07/2018_15:04:57
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-07-27__15-05-35.MP4,CEBUS-01-R5__2018-07-27__15-05-35.MP4,27/07/2018_15:05:35
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-07-27__20-41-22.MP4,CEBUS-01-R5__2018-07-27__20-41-22.MP4,27/07/2018_20:41:22
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-07-28__13-58-05.MP4,CEBUS-01-R5__2018-07-28__13-58-05.MP4,28/07/2018_13:58:05
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-07-28__14-04-33.MP4,CEBUS-01-R5__2018-07-28__14-04-33.MP4,28/07/2018_14:04:33
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-07-28__14-40-02.MP4,CEBUS-01-R5__2018-07-28__14-40-02.MP4,28/07/2018_14:40:02
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-07-28__14-40-46.MP4,CEBUS-01-R5__2018-07-28__14-40-46.MP4,28/07/2018_14:40:46
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-07-30__20-21-21.MP4,CEBUS-01-R5__2018-07-30__20-21-21.MP4,30/07/2018_20:21:21
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-08-01__15-41-38.MP4,CEBUS-01-R5__2018-08-01__15-41-38.MP4,01/08/2018_15:41:38
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-08-01__15-50-07.MP4,CEBUS-01-R5__2018-08-01__15-50-07.MP4,01/08/2018_15:50:07
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-08-01__15-53-28.MP4,CEBUS-01-R5__2018-08-01__15-53-28.MP4,01/08/2018_15:53:28
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-08-02__16-49-49.MP4,CEBUS-01-R5__2018-08-02__16-49-49.MP4,02/08/2018_16:49:49
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-08-02__16-50-33.MP4,CEBUS-01-R5__2018-08-02__16-50-33.MP4,02/08/2018_16:50:33
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-08-02__16-51-34.MP4,CEBUS-01-R5__2018-08-02__16-51-34.MP4,02/08/2018_16:51:34
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-08-02__16-52-11.MP4,CEBUS-01-R5__2018-08-02__16-52-11.MP4,02/08/2018_16:52:11
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-08-04__16-16-45.MP4,CEBUS-01-R5__2018-08-04__16-16-45.MP4,04/08/2018_16:16:45
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-08-04__16-21-30.MP4,CEBUS-01-R5__2018-08-04__16-21-30.MP4,04/08/2018_16:21:30
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-08-04__16-23-27.MP4,CEBUS-01-R5__2018-08-04__16-23-27.MP4,04/08/2018_16:23:27
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-08-05__16-58-53.MP4,CEBUS-01-R5__2018-08-05__16-58-53.MP4,05/08/2018_16:58:53
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-08-05__16-59-30.MP4,CEBUS-01-R5__2018-08-05__16-59-30.MP4,05/08/2018_16:59:30
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-08-05__17-00-07.MP4,CEBUS-01-R5__2018-08-05__17-00-07.MP4,05/08/2018_17:00:07
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-08-05__17-00-50.MP4,CEBUS-01-R5__2018-08-05__17-00-50.MP4,05/08/2018_17:00:50
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-08-05__17-10-56.MP4,CEBUS-01-R5__2018-08-05__17-10-56.MP4,05/08/2018_17:10:56
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-01-R5/CEBUS-01-R5__2018-08-05__17-15-56.MP4,CEBUS-01-R5__2018-08-05__17-15-56.MP4,05/08/2018_17:15:56
