SourceFile,FileName,CreateDate
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-02-R2/CEBUS-02-R2__2017-07-27__12-45-44.MP4,CEBUS-02-R2__2017-07-27__12-45-44.MP4,27/07/2017_12:45:44
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-02-R2/CEBUS-02-R2__2017-07-27__12-47-29.MP4,CEBUS-02-R2__2017-07-27__12-47-29.MP4,27/07/2017_12:47:29
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-02-R2/CEBUS-02-R2__2017-07-29__15-06-49.MP4,CEBUS-02-R2__2017-07-29__15-06-49.MP4,29/07/2017_15:06:49
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-02-R2/CEBUS-02-R2__2017-07-29__15-15-59.MP4,CEBUS-02-R2__2017-07-29__15-15-59.MP4,29/07/2017_15:15:59
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-02-R2/CEBUS-02-R2__2017-07-29__15-24-48.MP4,CEBUS-02-R2__2017-07-29__15-24-48.MP4,29/07/2017_15:24:48
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-02-R2/CEBUS-02-R2__2017-07-29__15-26-03.MP4,CEBUS-02-R2__2017-07-29__15-26-03.MP4,29/07/2017_15:26:03
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-02-R2/CEBUS-02-R2__2017-07-29__15-27-28.MP4,CEBUS-02-R2__2017-07-29__15-27-28.MP4,29/07/2017_15:27:28
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-02-R2/CEBUS-02-R2__2017-07-29__15-28-10.MP4,CEBUS-02-R2__2017-07-29__15-28-10.MP4,29/07/2017_15:28:10
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-02-R2/CEBUS-02-R2__2017-07-29__16-28-54.MP4,CEBUS-02-R2__2017-07-29__16-28-54.MP4,29/07/2017_16:28:54
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-02-R2/CEBUS-02-R2__2017-07-29__16-30-23.MP4,CEBUS-02-R2__2017-07-29__16-30-23.MP4,29/07/2017_16:30:23
