SourceFile,FileName,CreateDate
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-08-R4/CEBUS-08-R4__2018-03-28__14-10-49.MP4,CEBUS-08-R4__2018-03-28__14-10-49.MP4,28/03/2018_14:10:49
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-08-R4/CEBUS-08-R4__2018-03-28__15-07-51.MP4,CEBUS-08-R4__2018-03-28__15-07-51.MP4,28/03/2018_15:07:51
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-08-R4/CEBUS-08-R4__2018-03-28__15-08-35.MP4,CEBUS-08-R4__2018-03-28__15-08-35.MP4,28/03/2018_15:08:35
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-08-R4/CEBUS-08-R4__2018-03-28__15-09-16.MP4,CEBUS-08-R4__2018-03-28__15-09-16.MP4,28/03/2018_15:09:16
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-08-R4/CEBUS-08-R4__2018-03-28__17-11-50.MP4,CEBUS-08-R4__2018-03-28__17-11-50.MP4,28/03/2018_17:11:50
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-08-R4/CEBUS-08-R4__2018-03-28__17-12-39.MP4,CEBUS-08-R4__2018-03-28__17-12-39.MP4,28/03/2018_17:12:39
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-08-R4/CEBUS-08-R4__2018-03-28__17-13-43.MP4,CEBUS-08-R4__2018-03-28__17-13-43.MP4,28/03/2018_17:13:43
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-08-R4/CEBUS-08-R4__2018-03-28__17-14-25.MP4,CEBUS-08-R4__2018-03-28__17-14-25.MP4,28/03/2018_17:14:25
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-08-R4/CEBUS-08-R4__2018-03-28__17-15-33.MP4,CEBUS-08-R4__2018-03-28__17-15-33.MP4,28/03/2018_17:15:33
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-08-R4/CEBUS-08-R4__2018-03-28__17-17-02.MP4,CEBUS-08-R4__2018-03-28__17-17-02.MP4,28/03/2018_17:17:02
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-08-R4/CEBUS-08-R4__2018-03-28__17-19-33.MP4,CEBUS-08-R4__2018-03-28__17-19-33.MP4,28/03/2018_17:19:33
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-08-R4/CEBUS-08-R4__2018-03-28__17-22-37.MP4,CEBUS-08-R4__2018-03-28__17-22-37.MP4,28/03/2018_17:22:37
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-08-R4/CEBUS-08-R4__2018-03-28__17-23-29.MP4,CEBUS-08-R4__2018-03-28__17-23-29.MP4,28/03/2018_17:23:29
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-08-R4/CEBUS-08-R4__2018-03-28__17-30-57.MP4,CEBUS-08-R4__2018-03-28__17-30-57.MP4,28/03/2018_17:30:57
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-08-R4/CEBUS-08-R4__2018-03-29__09-06-02.MP4,CEBUS-08-R4__2018-03-29__09-06-02.MP4,29/03/2018_09:06:02
/Volumes/Coiba Image Data/renamed_data/R4/CEBUS-08-R4/CEBUS-08-R4__2018-04-06__17-23-42.MP4,CEBUS-08-R4__2018-04-06__17-23-42.MP4,06/04/2018_17:23:42
