SourceFile,FileName,CreateDate
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-01-R6/CEBUS-01-R6__2019-01-05__13-51-26.MP4,CEBUS-01-R6__2019-01-05__13-51-26.MP4,05/01/2019_13:51:26
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-01-R6/CEBUS-01-R6__2019-01-05__13-55-53.MP4,CEBUS-01-R6__2019-01-05__13-55-53.MP4,05/01/2019_13:55:53
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-01-R6/CEBUS-01-R6__2019-01-05__17-41-52.MP4,CEBUS-01-R6__2019-01-05__17-41-52.MP4,05/01/2019_17:41:52
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-01-R6/CEBUS-01-R6__2019-01-06__00-00-02.MP4,CEBUS-01-R6__2019-01-06__00-00-02.MP4,06/01/2019_00:00:02
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-01-R6/CEBUS-01-R6__2019-01-06__12-00-02.MP4,CEBUS-01-R6__2019-01-06__12-00-02.MP4,06/01/2019_12:00:02
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-01-R6/CEBUS-01-R6__2019-01-07__00-00-02.MP4,CEBUS-01-R6__2019-01-07__00-00-02.MP4,07/01/2019_00:00:02
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-01-R6/CEBUS-01-R6__2019-01-07__12-00-02.MP4,CEBUS-01-R6__2019-01-07__12-00-02.MP4,07/01/2019_12:00:02
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-01-R6/CEBUS-01-R6__2019-01-08__00-00-02.MP4,CEBUS-01-R6__2019-01-08__00-00-02.MP4,08/01/2019_00:00:02
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-01-R6/CEBUS-01-R6__2019-01-08__07-48-46.MP4,CEBUS-01-R6__2019-01-08__07-48-46.MP4,08/01/2019_07:48:46
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-01-R6/CEBUS-01-R6__2019-01-08__10-10-24.MP4,CEBUS-01-R6__2019-01-08__10-10-24.MP4,08/01/2019_10:10:24
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-01-R6/CEBUS-01-R6__2019-01-08__12-00-02.MP4,CEBUS-01-R6__2019-01-08__12-00-02.MP4,08/01/2019_12:00:02
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-01-R6/CEBUS-01-R6__2019-01-09__00-00-02.MP4,CEBUS-01-R6__2019-01-09__00-00-02.MP4,09/01/2019_00:00:02
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-01-R6/CEBUS-01-R6__2019-01-09__12-00-02.MP4,CEBUS-01-R6__2019-01-09__12-00-02.MP4,09/01/2019_12:00:02
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-01-R6/CEBUS-01-R6__2019-01-09__17-44-27.MP4,CEBUS-01-R6__2019-01-09__17-44-27.MP4,09/01/2019_17:44:27
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-01-R6/CEBUS-01-R6__2019-01-09__17-55-21.MP4,CEBUS-01-R6__2019-01-09__17-55-21.MP4,09/01/2019_17:55:21
/Volumes/Coiba Image Data/renamed_data/R6/CEBUS-01-R6/CEBUS-01-R6__2019-01-10__00-00-02.MP4,CEBUS-01-R6__2019-01-10__00-00-02.MP4,10/01/2019_00:00:02
