SourceFile,FileName,CreateDate
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-08-R2/CEBUS-08-R2__2017-07-27__15-34-06.MP4,CEBUS-08-R2__2017-07-27__15-34-06.MP4,27/07/2017_15:34:06
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-08-R2/CEBUS-08-R2__2017-07-27__15-35-35.MP4,CEBUS-08-R2__2017-07-27__15-35-35.MP4,27/07/2017_15:35:35
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-08-R2/CEBUS-08-R2__2017-07-27__15-37-11.MP4,CEBUS-08-R2__2017-07-27__15-37-11.MP4,27/07/2017_15:37:11
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-08-R2/CEBUS-08-R2__2017-07-30__16-59-16.MP4,CEBUS-08-R2__2017-07-30__16-59-16.MP4,30/07/2017_16:59:16
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-08-R2/CEBUS-08-R2__2017-08-01__11-50-16.MP4,CEBUS-08-R2__2017-08-01__11-50-16.MP4,01/08/2017_11:50:16
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-08-R2/CEBUS-08-R2__2017-08-01__11-52-22.MP4,CEBUS-08-R2__2017-08-01__11-52-22.MP4,01/08/2017_11:52:22
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-08-R2/CEBUS-08-R2__2017-08-01__11-54-47.MP4,CEBUS-08-R2__2017-08-01__11-54-47.MP4,01/08/2017_11:54:47
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-08-R2/CEBUS-08-R2__2017-08-01__11-55-43.MP4,CEBUS-08-R2__2017-08-01__11-55-43.MP4,01/08/2017_11:55:43
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-08-R2/CEBUS-08-R2__2017-08-01__12-00-25.MP4,CEBUS-08-R2__2017-08-01__12-00-25.MP4,01/08/2017_12:00:25
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-08-R2/CEBUS-08-R2__2017-08-01__17-37-28.MP4,CEBUS-08-R2__2017-08-01__17-37-28.MP4,01/08/2017_17:37:28
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-08-R2/CEBUS-08-R2__2017-08-04__12-28-14.MP4,CEBUS-08-R2__2017-08-04__12-28-14.MP4,04/08/2017_12:28:14
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-08-R2/CEBUS-08-R2__2017-08-04__17-02-39.MP4,CEBUS-08-R2__2017-08-04__17-02-39.MP4,04/08/2017_17:02:39
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-08-R2/CEBUS-08-R2__2017-08-04__17-03-48.MP4,CEBUS-08-R2__2017-08-04__17-03-48.MP4,04/08/2017_17:03:48
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-08-R2/CEBUS-08-R2__2017-08-05__11-55-49.MP4,CEBUS-08-R2__2017-08-05__11-55-49.MP4,05/08/2017_11:55:49
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-08-R2/CEBUS-08-R2__2017-08-05__11-56-28.MP4,CEBUS-08-R2__2017-08-05__11-56-28.MP4,05/08/2017_11:56:28
/Volumes/Coiba Image Data/renamed_data/R2/CEBUS-08-R2/CEBUS-08-R2__2017-08-05__11-58-03.MP4,CEBUS-08-R2__2017-08-05__11-58-03.MP4,05/08/2017_11:58:03
