SourceFile,FileName,CreateDate
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-27__14-21-32.MP4,CEBUS-03-R5__2018-07-27__14-21-32.MP4,27/07/2018_14:21:32
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-27__14-23-10.MP4,CEBUS-03-R5__2018-07-27__14-23-10.MP4,27/07/2018_14:23:10
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-27__14-25-28.MP4,CEBUS-03-R5__2018-07-27__14-25-28.MP4,27/07/2018_14:25:28
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-27__14-26-04.MP4,CEBUS-03-R5__2018-07-27__14-26-04.MP4,27/07/2018_14:26:04
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-27__14-28-51.MP4,CEBUS-03-R5__2018-07-27__14-28-51.MP4,27/07/2018_14:28:51
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-27__14-29-58.MP4,CEBUS-03-R5__2018-07-27__14-29-58.MP4,27/07/2018_14:29:58
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-27__14-30-35.MP4,CEBUS-03-R5__2018-07-27__14-30-35.MP4,27/07/2018_14:30:35
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-27__14-31-27.MP4,CEBUS-03-R5__2018-07-27__14-31-27.MP4,27/07/2018_14:31:27
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-27__14-33-11.MP4,CEBUS-03-R5__2018-07-27__14-33-11.MP4,27/07/2018_14:33:11
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-27__14-40-17.MP4,CEBUS-03-R5__2018-07-27__14-40-17.MP4,27/07/2018_14:40:17
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-27__14-43-26.MP4,CEBUS-03-R5__2018-07-27__14-43-26.MP4,27/07/2018_14:43:26
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-27__20-45-01.MP4,CEBUS-03-R5__2018-07-27__20-45-01.MP4,27/07/2018_20:45:01
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-28__13-59-08.MP4,CEBUS-03-R5__2018-07-28__13-59-08.MP4,28/07/2018_13:59:08
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-28__13-59-48.MP4,CEBUS-03-R5__2018-07-28__13-59-48.MP4,28/07/2018_13:59:48
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-28__14-03-42.MP4,CEBUS-03-R5__2018-07-28__14-03-42.MP4,28/07/2018_14:03:42
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-28__14-04-19.MP4,CEBUS-03-R5__2018-07-28__14-04-19.MP4,28/07/2018_14:04:19
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-28__14-40-42.MP4,CEBUS-03-R5__2018-07-28__14-40-42.MP4,28/07/2018_14:40:42
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-28__14-41-20.MP4,CEBUS-03-R5__2018-07-28__14-41-20.MP4,28/07/2018_14:41:20
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-29__15-21-43.MP4,CEBUS-03-R5__2018-07-29__15-21-43.MP4,29/07/2018_15:21:43
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-29__15-22-20.MP4,CEBUS-03-R5__2018-07-29__15-22-20.MP4,29/07/2018_15:22:20
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-29__15-26-30.MP4,CEBUS-03-R5__2018-07-29__15-26-30.MP4,29/07/2018_15:26:30
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-29__18-32-05.MP4,CEBUS-03-R5__2018-07-29__18-32-05.MP4,29/07/2018_18:32:05
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-29__18-32-49.MP4,CEBUS-03-R5__2018-07-29__18-32-49.MP4,29/07/2018_18:32:49
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-30__12-22-54.MP4,CEBUS-03-R5__2018-07-30__12-22-54.MP4,30/07/2018_12:22:54
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-30__12-23-35.MP4,CEBUS-03-R5__2018-07-30__12-23-35.MP4,30/07/2018_12:23:35
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-30__12-24-34.MP4,CEBUS-03-R5__2018-07-30__12-24-34.MP4,30/07/2018_12:24:34
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-30__12-26-06.MP4,CEBUS-03-R5__2018-07-30__12-26-06.MP4,30/07/2018_12:26:06
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-30__12-29-47.MP4,CEBUS-03-R5__2018-07-30__12-29-47.MP4,30/07/2018_12:29:47
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-30__13-22-23.MP4,CEBUS-03-R5__2018-07-30__13-22-23.MP4,30/07/2018_13:22:23
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-30__15-38-50.MP4,CEBUS-03-R5__2018-07-30__15-38-50.MP4,30/07/2018_15:38:50
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-30__15-39-59.MP4,CEBUS-03-R5__2018-07-30__15-39-59.MP4,30/07/2018_15:39:59
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-30__15-41-47.MP4,CEBUS-03-R5__2018-07-30__15-41-47.MP4,30/07/2018_15:41:47
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-30__15-43-46.MP4,CEBUS-03-R5__2018-07-30__15-43-46.MP4,30/07/2018_15:43:46
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-30__15-50-26.MP4,CEBUS-03-R5__2018-07-30__15-50-26.MP4,30/07/2018_15:50:26
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-30__18-20-05.MP4,CEBUS-03-R5__2018-07-30__18-20-05.MP4,30/07/2018_18:20:05
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-30__18-22-23.MP4,CEBUS-03-R5__2018-07-30__18-22-23.MP4,30/07/2018_18:22:23
/Volumes/Coiba Image Data/renamed_data/R5/CEBUS-03-R5/CEBUS-03-R5__2018-07-31__15-48-00.MP4,CEBUS-03-R5__2018-07-31__15-48-00.MP4,31/07/2018_15:48:00
