"sequenceid","deploymentid","samplingpoint","projectname","organisationname","isblank","issetuppickup","isunknown","sequencestart","sequenceend","countassets","link"
"3c2b10a3-f173-489b-a608-d7b864bce214","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:16 13:37:11""","""2018:03:16 13:38:28""","63","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/3c2b10a3-f173-489b-a608-d7b864bce214"
"76bbe6d2-558f-4724-a4d0-57a0aa6f7dee","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:16 13:39:27""","""2018:03:16 13:40:59""","79","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/76bbe6d2-558f-4724-a4d0-57a0aa6f7dee"
"03f9ce9e-7ce7-4692-adbe-8bcc4d4b2f5e","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:16 13:44:12""","""2018:03:16 13:45:57""","78","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/03f9ce9e-7ce7-4692-adbe-8bcc4d4b2f5e"
"1ce43377-3a84-4373-af56-5d5fb6db3521","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:16 13:47:54""","""2018:03:16 13:54:47""","395","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/1ce43377-3a84-4373-af56-5d5fb6db3521"
"35c1efc2-c2c6-41ce-849f-5d59aac3ca9b","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:16 14:11:07""","""2018:03:16 14:33:44""","1141","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/35c1efc2-c2c6-41ce-849f-5d59aac3ca9b"
"ede60b71-2375-48a4-acca-50852869d959","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior","false","true","false","""2018:01:06 11:56:29""","""2018:01:06 11:56:37""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/ede60b71-2375-48a4-acca-50852869d959"
"d95dadd5-a719-419c-b17d-ac770988559a","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:01:07 11:13:15""","""2018:01:07 11:13:28""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/d95dadd5-a719-419c-b17d-ac770988559a"
"abf5e7ae-bbd9-4f9e-b6db-3aedaad94f96","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:02:13 15:16:32""","""2018:02:13 15:17:10""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/abf5e7ae-bbd9-4f9e-b6db-3aedaad94f96"
"059c86b7-e6bb-4186-bde5-3773def1520d","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:02:26 13:43:43""","""2018:02:26 13:43:50""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/059c86b7-e6bb-4186-bde5-3773def1520d"
"405a7ead-fe90-45b6-919f-e84c90a59993","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:10 13:31:35""","""2018:03:10 13:31:43""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/405a7ead-fe90-45b6-919f-e84c90a59993"
"dff41cc6-e278-4cbe-9451-49c3392a3518","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:16 08:15:33""","""2018:03:16 08:15:41""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/dff41cc6-e278-4cbe-9451-49c3392a3518"
"d99b30f1-0c6b-42db-bdc0-8617bd4b1575","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:01:07 12:08:46""","""2018:01:07 12:08:56""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/d99b30f1-0c6b-42db-bdc0-8617bd4b1575"
"cf46db8a-82dd-4ba3-912c-d7a2b6b41507","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior","false","true","false","""2018:01:06 11:55:46""","""2018:01:06 11:55:53""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/cf46db8a-82dd-4ba3-912c-d7a2b6b41507"
"b632f45c-64a2-453f-8148-f40203ae06da","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:01:08 13:22:33""","""2018:01:08 13:25:32""","90","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/b632f45c-64a2-453f-8148-f40203ae06da"
"a67698cc-9952-42fb-ac3a-e0da154b9d58","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:02:08 18:23:02""","""2018:02:08 18:23:11""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/a67698cc-9952-42fb-ac3a-e0da154b9d58"
"432cf593-3f43-456a-95c7-1f3aaba87e39","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:02:19 13:53:34""","""2018:02:19 13:54:10""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/432cf593-3f43-456a-95c7-1f3aaba87e39"
"d05477b9-9bb1-41c1-b66e-1cf91f519dd0","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:01:26 18:05:03""","""2018:01:26 18:05:11""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/d05477b9-9bb1-41c1-b66e-1cf91f519dd0"
"64dc8323-0108-4673-8c58-13cc1f82e8a0","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:08 07:09:30""","""2018:03:08 07:09:36""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/64dc8323-0108-4673-8c58-13cc1f82e8a0"
"0bd358d3-395a-410a-b206-49a62c0d7569","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:02:09 18:17:12""","""2018:02:09 18:17:21""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/0bd358d3-395a-410a-b206-49a62c0d7569"
"ec12ed93-0b54-4571-8a44-8af00ddf6d61","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:02:27 13:57:47""","""2018:02:27 13:58:18""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/ec12ed93-0b54-4571-8a44-8af00ddf6d61"
"378cfefb-05f2-4237-90d6-75d8f62f4644","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:01 13:58:44""","""2018:03:01 13:58:51""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/378cfefb-05f2-4237-90d6-75d8f62f4644"
"8c80bb68-96db-4746-9d4e-b585544cde0e","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:01:26 18:10:47""","""2018:01:26 18:10:54""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/8c80bb68-96db-4746-9d4e-b585544cde0e"
"dcad2488-46e3-4573-b98c-79addec1d650","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:01:08 17:46:49""","""2018:01:08 17:46:59""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/dcad2488-46e3-4573-b98c-79addec1d650"
"d2c10ea0-eb28-4661-8582-a0c38b691629","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:02:18 15:29:35""","""2018:02:18 15:29:44""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/d2c10ea0-eb28-4661-8582-a0c38b691629"
"299284bf-b329-4dca-a54e-a50226e39008","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:02:26 13:46:26""","""2018:02:26 13:46:34""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/299284bf-b329-4dca-a54e-a50226e39008"
"723c89b2-36eb-44d7-b755-09f5a82e4a39","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:01:07 16:15:43""","""2018:01:07 16:16:18""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/723c89b2-36eb-44d7-b755-09f5a82e4a39"
"b9797e42-e52f-4f83-854d-19304f14a8d9","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:02:23 13:59:04""","""2018:02:23 13:59:25""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/b9797e42-e52f-4f83-854d-19304f14a8d9"
"2a6e44d7-3dd4-40e8-af04-8d7d7d9eea07","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:01:24 15:09:48""","""2018:01:24 15:09:58""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/2a6e44d7-3dd4-40e8-af04-8d7d7d9eea07"
"3b65e479-55cd-4d5a-b1f0-c31cfed9a57e","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:02:19 13:52:46""","""2018:02:19 13:52:53""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/3b65e479-55cd-4d5a-b1f0-c31cfed9a57e"
"d33b1045-4b46-49b9-9f50-96495a0c5c85","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:01 13:57:26""","""2018:03:01 13:57:34""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/d33b1045-4b46-49b9-9f50-96495a0c5c85"
"01183470-1957-4e07-8d88-f5da6df0d831","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:05 14:00:35""","""2018:03:05 14:00:43""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/01183470-1957-4e07-8d88-f5da6df0d831"
"9a1fcb41-8b39-4e12-be41-7bb1adf3a1b3","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:06 14:04:34""","""2018:03:06 14:04:42""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/9a1fcb41-8b39-4e12-be41-7bb1adf3a1b3"
"76a05f6f-e80d-40a1-b74b-3dbbfbbab587","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:01 13:55:43""","""2018:03:01 13:55:50""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/76a05f6f-e80d-40a1-b74b-3dbbfbbab587"
"0e0a8909-6a82-46bf-82ae-919062a1ba1b","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:08 13:38:16""","""2018:03:08 13:38:24""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/0e0a8909-6a82-46bf-82ae-919062a1ba1b"
"61bf2ad7-3f99-4091-a5dd-518d9da0dd5f","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:01:06 18:15:48""","""2018:01:06 18:16:16""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/61bf2ad7-3f99-4091-a5dd-518d9da0dd5f"
"211c76dd-918c-4412-b25b-bae29567e2f4","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:06 13:41:09""","""2018:03:06 13:41:17""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/211c76dd-918c-4412-b25b-bae29567e2f4"
"97bc27c6-2c7e-4ba5-b918-0f1393b775ee","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:01:11 15:21:09""","""2018:01:11 15:22:24""","40","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/97bc27c6-2c7e-4ba5-b918-0f1393b775ee"
"fa208022-e054-42a6-a7ec-cfe73937f289","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:03 13:57:26""","""2018:03:03 13:57:34""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/fa208022-e054-42a6-a7ec-cfe73937f289"
"b177c5cf-62be-40ae-80d1-f894c1e97f00","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:06 16:03:08""","""2018:03:06 16:03:17""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/b177c5cf-62be-40ae-80d1-f894c1e97f00"
"640c7879-5a78-40c3-862c-4023d8063c3b","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:16 13:43:06""","""2018:03:16 13:43:25""","15","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/640c7879-5a78-40c3-862c-4023d8063c3b"
"5652b42f-6797-4986-a418-2f2897128ff0","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:02:26 13:57:38""","""2018:02:26 13:58:24""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/5652b42f-6797-4986-a418-2f2897128ff0"
"cd4d71fa-1944-4767-9d7b-0b86641a40ce","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:16 14:06:11""","""2018:03:16 14:07:59""","81","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/cd4d71fa-1944-4767-9d7b-0b86641a40ce"
"dc98dedf-7109-4d1b-b07c-25d05be64210","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:02:28 14:03:23""","""2018:02:28 14:03:30""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/dc98dedf-7109-4d1b-b07c-25d05be64210"
"797a5855-52ee-41f2-a9ca-52a28f039bc1","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:06 14:05:36""","""2018:03:06 14:05:44""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/797a5855-52ee-41f2-a9ca-52a28f039bc1"
"12af6c3f-e44c-4ed0-bbf6-fe8e982ee00d","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:01 14:09:34""","""2018:03:01 14:09:42""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/12af6c3f-e44c-4ed0-bbf6-fe8e982ee00d"
"930562c5-09dd-41a8-b957-fe095136598f","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:06 14:06:41""","""2018:03:06 14:06:49""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/930562c5-09dd-41a8-b957-fe095136598f"
"7f908441-50f7-4e73-bcfd-357fbff53137","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:09 15:09:33""","""2018:03:09 15:09:41""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/7f908441-50f7-4e73-bcfd-357fbff53137"
"178c1cfe-b5c2-4e27-9e05-80ba367dcc00","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:15 09:34:22""","""2018:03:15 09:34:41""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/178c1cfe-b5c2-4e27-9e05-80ba367dcc00"
"e36bf347-3bfe-444c-a4d3-c44054288cca","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:07 13:50:51""","""2018:03:07 13:50:58""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/e36bf347-3bfe-444c-a4d3-c44054288cca"
"9f8764d5-0e7c-4504-88de-7d45746db7af","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:15 12:20:42""","""2018:03:15 12:20:50""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/9f8764d5-0e7c-4504-88de-7d45746db7af"
"fadc70e6-2068-44fd-88c9-85ab24c840cb","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:08 13:48:08""","""2018:03:08 13:48:17""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/fadc70e6-2068-44fd-88c9-85ab24c840cb"
"b0f71c2d-2582-46d6-b76e-de3f94cdb2d6","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:09 15:02:22""","""2018:03:09 15:02:35""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/b0f71c2d-2582-46d6-b76e-de3f94cdb2d6"
"fad46c19-1429-43da-80cf-efb163d7f0da","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:16 13:58:05""","""2018:03:16 13:58:39""","21","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/fad46c19-1429-43da-80cf-efb163d7f0da"
"383b5ff2-a8cf-4238-a074-281b41b892de","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:02:26 13:48:41""","""2018:02:26 13:49:26""","40","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/383b5ff2-a8cf-4238-a074-281b41b892de"
"635390b0-5e8c-40b6-a446-3b1c06189769","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:02:17 16:17:19""","""2018:02:17 16:17:29""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/635390b0-5e8c-40b6-a446-3b1c06189769"
"ff52cf81-49fc-4d08-8c67-b08aaa752af0","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:06 14:11:58""","""2018:03:06 14:12:05""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/ff52cf81-49fc-4d08-8c67-b08aaa752af0"
"55da48d4-c216-4b68-b1c8-79e5452e9c85","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:02:26 14:21:15""","""2018:02:26 14:21:23""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/55da48d4-c216-4b68-b1c8-79e5452e9c85"
"d037fe21-c058-45e3-ad01-3afec39846de","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:06 13:57:57""","""2018:03:06 13:58:06""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/d037fe21-c058-45e3-ad01-3afec39846de"
"a49f4eef-6caa-4cb4-b65b-2a6f3da453db","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:06 13:56:52""","""2018:03:06 13:57:21""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/a49f4eef-6caa-4cb4-b65b-2a6f3da453db"
"74c87ab3-ad37-469b-9249-a9b09c71ac43","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:15 06:56:11""","""2018:03:15 06:57:00""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/74c87ab3-ad37-469b-9249-a9b09c71ac43"
"81d1d5bd-6fba-4ce6-9ee1-bfa35026c381","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:01 13:44:56""","""2018:03:01 13:45:03""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/81d1d5bd-6fba-4ce6-9ee1-bfa35026c381"
"b9a154c6-bb20-41ef-9dc3-6ad75b248bdc","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:07 13:42:20""","""2018:03:07 13:42:28""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/b9a154c6-bb20-41ef-9dc3-6ad75b248bdc"
"82f4adab-336a-473e-9a0c-37e2f57858df","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:05 18:05:24""","""2018:03:05 18:05:32""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/82f4adab-336a-473e-9a0c-37e2f57858df"
"3dcaee69-5c4f-4db5-9a0d-2ba0c683fedc","98a218dc-483c-45dc-b68c-34fcf2cf82b1","SURVEY-CEBUS-03-04","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:03:16 14:09:04""","""2018:03:16 14:09:25""","17","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/3dcaee69-5c4f-4db5-9a0d-2ba0c683fedc"
