"sequenceid","deploymentid","samplingpoint","projectname","organisationname","isblank","issetuppickup","isunknown","sequencestart","sequenceend","countassets","link"
"6a96cc6b-a91a-48b1-a381-0cd3668305ac","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:25 14:59:45""","""2018:06:25 14:59:51""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/6a96cc6b-a91a-48b1-a381-0cd3668305ac"
"a8c8cc69-6112-48b3-bd86-c664a4bcea31","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:06 17:22:22""","""2018:07:06 17:22:28""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/a8c8cc69-6112-48b3-bd86-c664a4bcea31"
"3470be35-b42e-4520-bf87-2c2a73a6335a","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:25 18:14:13""","""2018:06:25 18:14:20""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/3470be35-b42e-4520-bf87-2c2a73a6335a"
"6b85c4f0-b07a-4866-ab63-ac4454ea3231","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:14 16:04:44""","""2018:07:14 16:05:01""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/6b85c4f0-b07a-4866-ab63-ac4454ea3231"
"c0310757-cd0b-484e-a7ea-4b8e9029ec19","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:15 09:51:56""","""2018:06:15 09:52:05""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/c0310757-cd0b-484e-a7ea-4b8e9029ec19"
"4c9e6372-9ab5-49dd-8a6d-44e988d11cf7","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:12 13:15:02""","""2018:05:12 13:15:18""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/4c9e6372-9ab5-49dd-8a6d-44e988d11cf7"
"919d16d1-be0c-488a-925b-0b745822c598","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:20 14:43:50""","""2018:06:20 14:44:15""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/919d16d1-be0c-488a-925b-0b745822c598"
"892c5358-e922-4f3a-ac8e-b9e2af6ac415","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:04 12:39:26""","""2018:06:04 12:39:31""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/892c5358-e922-4f3a-ac8e-b9e2af6ac415"
"edbf966b-3dc1-43f2-8df9-c8cebf4f5206","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:03 08:20:34""","""2018:07:03 08:20:54""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/edbf966b-3dc1-43f2-8df9-c8cebf4f5206"
"f3b8284b-c5e2-42a3-913e-8c924279380a","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:19 19:19:32""","""2018:07:19 19:19:53""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/f3b8284b-c5e2-42a3-913e-8c924279380a"
"3589aee1-b6d5-4c7b-bc43-d45024f72bb8","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:14 13:09:28""","""2018:04:14 13:09:46""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/3589aee1-b6d5-4c7b-bc43-d45024f72bb8"
"a06dc8e7-ce92-4986-8290-2f4083357f46","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:11 12:03:20""","""2018:05:11 12:03:37""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/a06dc8e7-ce92-4986-8290-2f4083357f46"
"cdde7679-3125-49fd-8d0b-6826c73dfe37","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:26 11:59:46""","""2018:05:26 11:59:55""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/cdde7679-3125-49fd-8d0b-6826c73dfe37"
"267d121c-502e-40b1-ab13-f91a3c065807","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:14 12:14:18""","""2018:06:14 12:14:23""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/267d121c-502e-40b1-ab13-f91a3c065807"
"341058ea-94e5-412d-aa5d-ac4cf35807f0","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:04 12:11:43""","""2018:07:04 12:11:51""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/341058ea-94e5-412d-aa5d-ac4cf35807f0"
"dcedd45a-dceb-4908-9960-04c029cb1b88","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:21 13:59:29""","""2018:07:21 13:59:43""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/dcedd45a-dceb-4908-9960-04c029cb1b88"
"8c48a874-3145-4910-80ca-8d78968041cb","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:05 13:33:45""","""2018:05:05 13:34:13""","40","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/8c48a874-3145-4910-80ca-8d78968041cb"
"41a7eff6-1a04-4772-916f-54c5ecdd0a1b","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:12 18:13:11""","""2018:07:12 18:13:17""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/41a7eff6-1a04-4772-916f-54c5ecdd0a1b"
"9f23198f-4fe4-462a-ac29-7674bffc2381","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:13 14:06:54""","""2018:07:13 14:07:13""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/9f23198f-4fe4-462a-ac29-7674bffc2381"
"e0e071a1-17f5-4676-b02a-ef9729eeb169","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:27 16:53:21""","""2018:04:27 16:53:41""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/e0e071a1-17f5-4676-b02a-ef9729eeb169"
"70d1a8ac-f58b-4e78-81f1-38e1caa2cf62","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:21 09:48:48""","""2018:05:21 09:49:16""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/70d1a8ac-f58b-4e78-81f1-38e1caa2cf62"
"4521365b-2dad-469e-80d5-92bc54a75b4e","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:21 10:06:47""","""2018:05:21 10:07:39""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/4521365b-2dad-469e-80d5-92bc54a75b4e"
"d3821c70-8be4-482b-a675-46a2f7e13e99","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:25 18:17:43""","""2018:06:25 18:17:49""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/d3821c70-8be4-482b-a675-46a2f7e13e99"
"d816b86d-5ae6-4af6-9f15-8b2d8e2cdec7","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:12 17:44:46""","""2018:07:12 17:45:14""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/d816b86d-5ae6-4af6-9f15-8b2d8e2cdec7"
"bf83fa2c-9847-4295-b547-9b310add4c2c","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:19 12:52:01""","""2018:04:19 12:52:20""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/bf83fa2c-9847-4295-b547-9b310add4c2c"
"e5e27190-e370-4994-a278-f039720764d6","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:27 10:08:20""","""2018:04:27 10:08:34""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/e5e27190-e370-4994-a278-f039720764d6"
"2bdb0db2-bdba-4a79-a058-8862583d44a7","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:27 16:57:23""","""2018:04:27 16:57:38""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/2bdb0db2-bdba-4a79-a058-8862583d44a7"
"97df8d50-1927-45c8-8262-dd405be5a225","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:15 19:28:11""","""2018:07:15 19:28:50""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/97df8d50-1927-45c8-8262-dd405be5a225"
"d5b25c3a-7e53-4ebe-bdf5-467ef3afbbe8","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:19 18:58:20""","""2018:07:19 18:58:57""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/d5b25c3a-7e53-4ebe-bdf5-467ef3afbbe8"
"7124c4bb-525f-46c5-9e94-14f8cd0aa180","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:19 13:07:34""","""2018:04:19 13:08:10""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/7124c4bb-525f-46c5-9e94-14f8cd0aa180"
"3a0f9044-c868-4f76-a1af-9712b35f3be6","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:20 12:39:55""","""2018:04:20 12:40:31""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/3a0f9044-c868-4f76-a1af-9712b35f3be6"
"b1edd7c6-0368-4658-9785-b8af8fbde8a0","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:20 14:03:32""","""2018:04:20 14:04:02""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/b1edd7c6-0368-4658-9785-b8af8fbde8a0"
"ed34cfa6-e405-4423-bffa-b7122dca55f2","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:20 14:26:19""","""2018:04:20 14:26:42""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/ed34cfa6-e405-4423-bffa-b7122dca55f2"
"2e04b7dd-71fe-4e56-9271-8fd3aaf0c025","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:07:19 19:23:42""","""2018:07:19 19:23:48""","10","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/2e04b7dd-71fe-4e56-9271-8fd3aaf0c025"
"fdbfe57a-f120-4825-a866-afab6023466e","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:13 12:38:22""","""2018:04:13 12:38:45""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/fdbfe57a-f120-4825-a866-afab6023466e"
"788ec284-7dee-48e4-9c29-ff24e46bb413","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:14 13:19:37""","""2018:04:14 13:19:58""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/788ec284-7dee-48e4-9c29-ff24e46bb413"
"fe3a9868-27ad-40ac-a5ed-e3e6a01d9920","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:25 11:19:23""","""2018:04:25 11:20:28""","40","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/fe3a9868-27ad-40ac-a5ed-e3e6a01d9920"
"8e4734c2-f891-4db8-aaa7-92c900bc2583","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:21 11:32:55""","""2018:04:21 11:33:40""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/8e4734c2-f891-4db8-aaa7-92c900bc2583"
"badf19c6-c150-4a51-aa8a-13d1d86076e8","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:22 12:51:37""","""2018:04:22 12:52:32""","40","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/badf19c6-c150-4a51-aa8a-13d1d86076e8"
"b0eeb125-824d-4367-ac7f-6412e9304042","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:19 12:50:51""","""2018:04:19 12:51:29""","40","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/b0eeb125-824d-4367-ac7f-6412e9304042"
"d9fd62d3-be80-4f9c-a51c-165abb196d41","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:25 11:17:54""","""2018:04:25 11:18:35""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/d9fd62d3-be80-4f9c-a51c-165abb196d41"
"de6bfb2a-32b9-44e3-9f85-d71533789e78","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:07 17:27:22""","""2018:04:07 17:27:52""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/de6bfb2a-32b9-44e3-9f85-d71533789e78"
"d9c8f110-4eb2-4a49-99c5-ab095562778c","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:20 14:33:21""","""2018:04:20 14:33:47""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/d9c8f110-4eb2-4a49-99c5-ab095562778c"
"2cade927-7e9f-4176-95e8-bfffdc07ef1b","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:20 14:31:57""","""2018:04:20 14:32:33""","40","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/2cade927-7e9f-4176-95e8-bfffdc07ef1b"
"7a424023-4989-48aa-80c1-edb5f181cd2c","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:24 09:52:46""","""2018:04:24 09:53:25""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/7a424023-4989-48aa-80c1-edb5f181cd2c"
"a953d05f-2460-410d-a449-8904f4eb03c2","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:25 11:22:16""","""2018:04:25 11:22:51""","40","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/a953d05f-2460-410d-a449-8904f4eb03c2"
"97c39881-9dae-4506-8d72-9d1c37e05a0c","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:20 12:51:03""","""2018:04:20 12:52:23""","40","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/97c39881-9dae-4506-8d72-9d1c37e05a0c"
"ed3a40e8-e62f-4491-933e-ffa2104319ac","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:07 17:42:15""","""2018:04:07 17:43:07""","40","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/ed3a40e8-e62f-4491-933e-ffa2104319ac"
"cd9114cf-25c9-4de4-9ab0-277864b7494d","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:20 14:08:06""","""2018:04:20 14:08:33""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/cd9114cf-25c9-4de4-9ab0-277864b7494d"
"e2cad546-7040-44ca-9523-574ad1da7389","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:24 09:56:50""","""2018:04:24 09:57:15""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/e2cad546-7040-44ca-9523-574ad1da7389"
"995f46d4-c69a-4d45-8a6f-5b7e755609d6","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:20 14:24:55""","""2018:04:20 14:25:48""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/995f46d4-c69a-4d45-8a6f-5b7e755609d6"
"e328a73c-0050-452b-9475-89799f8f4dd0","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:21 11:36:37""","""2018:04:21 11:36:52""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/e328a73c-0050-452b-9475-89799f8f4dd0"
"5c6f90c7-7816-4b8c-8ddd-ae6f9543fa9d","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:24 09:29:16""","""2018:04:24 09:29:48""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/5c6f90c7-7816-4b8c-8ddd-ae6f9543fa9d"
"adfe3bcf-5cae-4532-b3ee-3a84b068d9e4","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:20 14:30:58""","""2018:04:20 14:31:19""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/adfe3bcf-5cae-4532-b3ee-3a84b068d9e4"
"47925e15-456d-41b7-ab3b-2a1afff44486","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:24 09:42:28""","""2018:04:24 09:43:19""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/47925e15-456d-41b7-ab3b-2a1afff44486"
"63c38ae1-1c41-44aa-afb6-6d82fe48d0c6","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:21 11:42:35""","""2018:04:21 11:43:34""","40","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/63c38ae1-1c41-44aa-afb6-6d82fe48d0c6"
"fe36df3e-5c42-47eb-ad86-2495aec6368d","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:05 13:26:13""","""2018:05:05 13:26:28""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/fe36df3e-5c42-47eb-ad86-2495aec6368d"
"47ed9e60-e569-436e-b6a5-c83a5bb81d90","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:26 12:06:07""","""2018:05:26 12:06:51""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/47ed9e60-e569-436e-b6a5-c83a5bb81d90"
"3d2a6309-7e20-480e-ab03-11961f0f8ebd","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:06:27 17:45:41""","""2018:06:27 17:46:03""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/3d2a6309-7e20-480e-ab03-11961f0f8ebd"
"a23b8c2e-78a4-4dc5-9722-4aef22077e7c","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:25 11:29:01""","""2018:04:25 11:30:07""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/a23b8c2e-78a4-4dc5-9722-4aef22077e7c"
"7348f271-8fa0-4947-8244-d9cbdbbe0b8f","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:15 12:06:02""","""2018:05:15 12:06:30""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/7348f271-8fa0-4947-8244-d9cbdbbe0b8f"
"01b823a0-ddc3-4933-b7b4-ff03ff20cac5","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:21 10:02:44""","""2018:05:21 10:03:06""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/01b823a0-ddc3-4933-b7b4-ff03ff20cac5"
"dcefa081-11eb-41c7-8c7b-22d3c0100716","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:27 10:07:06""","""2018:04:27 10:07:35""","40","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/dcefa081-11eb-41c7-8c7b-22d3c0100716"
"da92c35c-3f45-4064-bd46-d75d4115c373","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:13 13:14:28""","""2018:05:13 13:15:02""","20","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/da92c35c-3f45-4064-bd46-d75d4115c373"
"443285c8-03ea-4036-9291-e4cf38ec65dd","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:04:27 10:18:42""","""2018:04:27 10:19:16""","30","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/443285c8-03ea-4036-9291-e4cf38ec65dd"
"9ee7a545-58e9-4168-891c-b6ba94485cc6","e4ac17d0-db52-436e-a717-fab1a5f0c904","CEBUS-02","Coiba National Park Tool Use","Max Planck Institute for Animal Behavior",,,,"""2018:05:05 13:27:07""","""2018:05:05 13:27:58""","40","https://www.agouti.eu/#/project/0e0508af-d3dc-4be6-9806-dbdba5ec3368/annotate/sequence/9ee7a545-58e9-4168-891c-b6ba94485cc6"
