Observation id	Observation date	Description	Media file	Total length	FPS	Coder ID	Subject	Behavior	Behavioral category	Modifiers	Behavior type	Start (s)	Stop (s)	Duration (s)	Comment start	Comment stop
EXP-ANV-01-R11__2022-03-16__17-03-12	2023-01-02 13:59:25		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-03-12.MP4	60.860	29.97	ZG	BAL	pound	Behavior	crouch|None|None	POINT	1.935	1.935	NA		
EXP-ANV-01-R11__2022-03-21__06-51-27	2023-01-03 12:42:08		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-21__06-51-27.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	2.002	2.002	NA		
EXP-ANV-01-R11__2022-03-25__17-56-18	2023-01-03 15:09:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-56-18.MP4	60.830	29.97	ZG	BAL	pound	Behavior	stand|1foot|None	POINT	2.035	2.035	NA		
EXP-ANV-01-R11__2022-03-16__17-01-28	2023-01-02 13:53:15		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-01-28.MP4	60.860	29.97	ZG	BAL	hammerstone	Sequence info	None|None|None|e_onanvil	POINT	2.155	2.155	NA		
EXP-ANV-01-R11__2022-04-25__12-43-56	2023-01-04 13:22:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-43-56.MP4	60.860	29.97	ZG	BAL	pound	Behavior	crouch|None|None	POINT	2.202	2.202	NA		
EXP-ANV-01-R11__2022-03-22__07-08-14	2023-01-03 12:46:09		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-08-14.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	2.236	2.236	NA		
EXP-ANV-01-R11__2022-03-16__17-07-22	2023-01-02 15:00:34		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-07-22.MP4	60.890	29.97	ZG	TOM	pound	Behavior	stand|None|None	POINT	2.400	2.400	NA		
EXP-ANV-01-R11__2022-03-16__17-01-28	2023-01-02 13:53:15		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-01-28.MP4	60.860	29.97	ZG	BAL	seqend	Sequence info	opened|noscrounging|nodisplacement|socialattention	POINT	2.401	2.401	NA		
EXP-ANV-01-R11__2022-03-25__18-14-02	2023-01-03 15:43:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-14-02.MP4	60.860	29.97	ZG	juvenileunknown	pound	Behavior	stand|1foot|None	POINT	2.402	2.402	NA		
EXP-ANV-01-R11__2022-04-22__17-30-24	2023-01-03 16:28:04		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-22__17-30-24.MP4	60.890	29.97	ZG	BAL	pound	Behavior	crouch|None|None	POINT	2.469	2.469	NA		
EXP-ANV-01-R11__2022-03-27__17-56-38	2023-01-03 16:03:44		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__17-56-38.MP4	60.860	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|overhead	POINT	2.503	2.503	NA		
EXP-ANV-01-R11__2022-03-22__07-09-49	2023-01-03 13:50:56		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-09-49.MP4	60.890	29.97	ZG	juvenileunknown	reposit	Behavior	item	POINT	2.603	2.603	NA		
EXP-ANV-01-R11__2022-03-25__18-02-24	2023-01-03 15:28:37		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-02-24.MP4	60.830	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	2.603	2.603	NA		
EXP-ANV-01-R11__2022-04-25__13-38-34	2023-01-04 16:08:01		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-38-34.MP4	60.860	29.97	ZG	MIC	pound	Behavior	stand|None|None	POINT	2.703	2.703	NA		
EXP-ANV-01-R11__2022-04-25__13-38-34	2023-01-04 16:08:01		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-38-34.MP4	60.860	29.97	ZG	MIC	misstrike	Behavior	itemflies	POINT	2.703	2.703	NA		
EXP-ANV-01-R11__2022-03-25__17-56-18	2023-01-03 15:09:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-56-18.MP4	60.830	29.97	ZG	BAL	reposit	Behavior	item	POINT	2.736	2.736	NA		
EXP-ANV-01-R11__2022-03-25__17-48-46	2023-01-03 14:45:52		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-48-46.MP4	60.860	29.97	ZG	adultmale	pound	Behavior	stand|None|None	POINT	2.836	2.836	NA		
EXP-ANV-01-R11__2022-04-25__12-52-59	2023-01-04 14:34:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-52-59.MP4	60.860	29.97	ZG	BAL	pound	Behavior	stand|1foot|None	POINT	2.836	2.836	NA	takes step backwards during pound, one foot off anvil	
EXP-ANV-01-R11__2022-03-17__07-56-49	2023-01-03 11:18:29		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__07-56-49.MP4	60.890	29.97	ZG	PEA	pound	Behavior	stand|None|overhead	POINT	2.870	2.870	NA		
EXP-ANV-01-R11__2022-03-20__11-43-12	2023-01-03 12:08:56		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-20__11-43-12.MP4	60.860	29.97	ZG	SPT	pound	Behavior	stand|None|None	POINT	2.870	2.870	NA		
EXP-ANV-01-R11__2022-03-25__17-59-11	2023-01-03 15:18:51		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-59-11.MP4	60.860	29.97	ZG	BAL	pound	Behavior	crouch|None|None	POINT	2.870	2.870	NA		
EXP-ANV-01-R11__2022-02-23__18-21-15	2023-01-02 13:20:07		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-02-23__18-21-15.MP4	60.690	29.97	ZG	juvenileunknown	reposit	Behavior	peel	POINT	2.900	2.900	NA		
EXP-ANV-01-R11__2022-03-17__07-50-54	2023-01-02 16:47:51		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__07-50-54.MP4	60.860	29.97	ZG	PEA	pound	Behavior	crouch|None|None	POINT	2.900	2.900	NA		
EXP-ANV-01-R11__2022-04-25__13-27-27	2023-01-04 15:20:06		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-27-27.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	2.936	2.936	NA		
EXP-ANV-01-R11__2022-03-17__08-36-56	2023-01-03 11:28:06		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__08-36-56.MP4	60.860	29.97	ZG	PEA	pound	Behavior	stand|None|None	POINT	2.970	2.970	NA		
EXP-ANV-01-R11__2022-04-25__12-41-20	2023-01-04 12:59:04		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-41-20.MP4	60.861	29.97	ZG	BAL	seqend	Sequence info	opened|None|None|None	POINT	3.070	3.070	NA		
EXP-ANV-01-R11__2022-04-25__12-43-56	2023-01-04 13:22:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-43-56.MP4	60.860	29.97	ZG	BAL	reposit	Behavior	hammer	POINT	3.203	3.203	NA		
EXP-ANV-01-R11__2022-03-21__06-51-27	2023-01-03 12:42:08		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-21__06-51-27.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	3.237	3.237	NA		
EXP-ANV-01-R11__2022-03-17__18-13-45	2023-01-03 11:42:19		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__18-13-45.MP4	60.890	29.97	ZG	PEA	pound	Behavior	stand|1foot|overhead	POINT	3.403	3.403	NA		
EXP-ANV-01-R11__2022-03-25__18-08-10	2023-01-03 15:32:27		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-08-10.MP4	60.690	29.97	ZG	PEA	pound	Behavior	stand|None|None	POINT	3.437	3.437	NA		
EXP-ANV-01-R11__2022-03-22__07-09-49	2023-01-03 13:50:56		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-09-49.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	stand|1foot|None	POINT	3.604	3.604	NA		
EXP-ANV-01-R11__2022-03-16__17-12-40	2023-01-02 16:24:11		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-12-40.MP4	60.930	29.97	ZG	TOM	pound	Behavior	jump|None|None	POINT	3.737	3.737	NA		
EXP-ANV-01-R11__2022-04-25__12-39-44	2023-01-04 10:57:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-39-44.MP4	60.890	29.97	ZG	BAL	seqstart	Sequence info	almendrabrown	POINT	3.737	3.737	NA		
EXP-ANV-01-R11__2022-04-25__12-39-44	2023-01-04 10:57:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-39-44.MP4	60.890	29.97	ZG	BAL	hammerstone	Sequence info	offanvilwalk|None|None|e_offanvilwalk	POINT	3.738	3.738	NA	DWA_A	
EXP-ANV-01-R11__2022-03-25__17-48-46	2023-01-03 14:45:52		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-48-46.MP4	60.860	29.97	ZG	adultmale	reposit	Behavior	item	POINT	3.770	3.770	NA		
EXP-ANV-01-R11__2022-03-16__17-03-12	2023-01-02 13:59:25		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-03-12.MP4	60.860	29.97	ZG	BAL	pound	Behavior	stand|1foot|overhead	POINT	3.804	3.804	NA		
EXP-ANV-01-R11__2022-03-16__17-07-22	2023-01-02 15:00:34		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-07-22.MP4	60.890	29.97	ZG	TOM	pound	Behavior	stand|None|None	POINT	3.837	3.837	NA		
EXP-ANV-01-R11__2022-04-22__17-30-24	2023-01-03 16:28:04		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-22__17-30-24.MP4	60.890	29.97	ZG	BAL	pound	Behavior	stand|1foot|None	POINT	3.871	3.871	NA		
EXP-ANV-01-R11__2022-03-25__18-02-24	2023-01-03 15:28:37		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-02-24.MP4	60.830	29.97	ZG	juvenileunknown	pound	Behavior	crouch|None|None	POINT	3.971	3.971	NA		
EXP-ANV-01-R11__2022-03-25__18-14-02	2023-01-03 15:43:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-14-02.MP4	60.860	29.97	ZG	juvenileunknown	reposit	Behavior	item	POINT	4.071	4.071	NA		
EXP-ANV-01-R11__2022-03-27__17-56-38	2023-01-03 16:03:44		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__17-56-38.MP4	60.860	29.97	ZG	juvenileunknown	reposit	Behavior	item	POINT	4.104	4.104	NA		
EXP-ANV-01-R11__2022-03-22__07-08-14	2023-01-03 12:46:09		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-08-14.MP4	60.890	29.97	ZG	juvenileunknown	seqend	Sequence info	opened|None|None|None	POINT	4.171	4.171	NA		
EXP-ANV-01-R11__2022-04-25__12-45-10	2023-01-04 13:39:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-45-10.MP4	60.860	29.97	ZG	ZIM	seqstart	Sequence info	almendrabrown	POINT	4.219	4.219	NA		
EXP-ANV-01-R11__2022-04-25__12-45-10	2023-01-04 13:39:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-45-10.MP4	60.860	29.97	ZG	ZIM	hammerstone	Sequence info	onanvil|None|None|e_onanvil	POINT	4.220	4.220	NA	DWA_A	
EXP-ANV-01-R11__2022-03-17__07-56-49	2023-01-03 11:18:29		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__07-56-49.MP4	60.890	29.97	ZG	PEA	pound	Behavior	stand|1foot|None	POINT	4.238	4.238	NA		
EXP-ANV-01-R11__2022-03-20__11-43-12	2023-01-03 12:08:56		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-20__11-43-12.MP4	60.860	29.97	ZG	SPT	reposit	Behavior	item	POINT	4.304	4.304	NA		
EXP-ANV-01-R11__2022-03-25__17-59-11	2023-01-03 15:18:51		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-59-11.MP4	60.860	29.97	ZG	BAL	reposit	Behavior	item	POINT	4.304	4.304	NA		
EXP-ANV-01-R11__2022-04-25__12-43-56	2023-01-04 13:22:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-43-56.MP4	60.860	29.97	ZG	BAL	pound	Behavior	stand|None|None	POINT	4.338	4.338	NA		
EXP-ANV-01-R11__2022-03-17__08-36-56	2023-01-03 11:28:06		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__08-36-56.MP4	60.860	29.97	ZG	PEA	pound	Behavior	stand|1foot,tailsupport|None	POINT	4.371	4.371	NA		
EXP-ANV-01-R11__2022-03-25__17-56-18	2023-01-03 15:09:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-56-18.MP4	60.830	29.97	ZG	BAL	pound	Behavior	stand|1foot|None	POINT	4.438	4.438	NA		
EXP-ANV-01-R11__2022-04-25__12-39-44	2023-01-04 10:57:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-39-44.MP4	60.890	29.97	ZG	BAL	pound	Behavior	stand|None|None	POINT	4.438	4.438	NA	while walking	
EXP-ANV-01-R11__2022-04-25__12-52-59	2023-01-04 14:34:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-52-59.MP4	60.860	29.97	ZG	BAL	pound	Behavior	stand|1foot|None	POINT	4.471	4.471	NA	takes step backwards during pound, one foot off anvil	
EXP-ANV-01-R11__2022-03-25__17-48-46	2023-01-03 14:45:52		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-48-46.MP4	60.860	29.97	ZG	adultmale	pound	Behavior	stand|None|None	POINT	4.605	4.605	NA		
EXP-ANV-01-R11__2022-04-25__13-27-27	2023-01-04 15:20:06		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-27-27.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	4.638	4.638	NA		
EXP-ANV-01-R11__2022-04-25__13-34-28	2023-01-04 15:55:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-34-28.MP4	60.890	29.97	ZG	MIC	seqstart	Sequence info	almendragreen	POINT	4.638	4.638	NA		
EXP-ANV-01-R11__2022-04-25__13-34-28	2023-01-04 15:55:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-34-28.MP4	60.890	29.97	ZG	MIC	hammerstone	Sequence info	onanvil|None|None|e_onanvil	POINT	4.639	4.639	NA	DWA_A	
EXP-ANV-01-R11__2022-03-27__17-58-12	2023-01-03 16:07:48		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__17-58-12.MP4	60.690	29.97	ZG	TOM	seqstart	Sequence info	almendrabrown	POINT	4.650	4.650	NA		
EXP-ANV-01-R11__2022-03-27__17-58-12	2023-01-03 16:07:48		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__17-58-12.MP4	60.690	29.97	ZG	TOM	hammerstone	Sequence info	offanvilreach|None|None|e_onanvil	POINT	4.651	4.651	NA	DWA_A	
EXP-ANV-01-R11__2022-03-25__18-08-10	2023-01-03 15:32:27		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-08-10.MP4	60.690	29.97	ZG	PEA	reposit	Behavior	item	POINT	4.671	4.671	NA		
EXP-ANV-01-R11__2022-03-25__17-59-11	2023-01-03 15:18:51		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-59-11.MP4	60.860	29.97	ZG	BAL	pound	Behavior	crouch|None|None	POINT	4.805	4.805	NA		
EXP-ANV-01-R11__2022-04-22__17-27-53	2023-01-03 16:22:25		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-22__17-27-53.MP4	60.860	29.97	ZG	BAL	pound	Behavior	crouch|None|None	POINT	4.872	4.872	NA		
EXP-ANV-01-R11__2022-03-16__17-22-57	2023-01-02 16:32:14		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-22-57.MP4	60.890	29.97	ZG	BAL	pound	Behavior	stand|None|None	POINT	4.905	4.905	NA		
EXP-ANV-01-R11__2022-03-25__17-47-34	2023-01-03 14:39:52		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-47-34.MP4	60.860	29.97	ZG	SMG	pound	Behavior	jump|None|None	POINT	5.038	5.038	NA		
EXP-ANV-01-R11__2022-03-16__17-12-40	2023-01-02 16:24:11		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-12-40.MP4	60.930	29.97	ZG	TOM	pound	Behavior	stand|None|None	POINT	5.105	5.105	NA		
EXP-ANV-01-R11__2022-03-20__11-43-12	2023-01-03 12:08:56		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-20__11-43-12.MP4	60.860	29.97	ZG	SPT	pound	Behavior	crouch|None|None	POINT	5.105	5.105	NA		
EXP-ANV-01-R11__2022-03-16__17-07-22	2023-01-02 15:00:34		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-07-22.MP4	60.890	29.97	ZG	TOM	pound	Behavior	crouch|None|None	POINT	5.138	5.138	NA		
EXP-ANV-01-R11__2022-04-25__13-03-08	2023-01-04 15:08:43		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-03-08.MP4	60.860	29.97	ZG	subadultmale	seqstart	Sequence info	Other	POINT	5.339	5.339	NA	snail	
EXP-ANV-01-R11__2022-04-25__13-03-08	2023-01-04 15:08:43		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-03-08.MP4	60.860	29.97	ZG	subadultmale	hammerstone	Sequence info	onanvil|None|None|e_offanvilreach	POINT	5.340	5.340	NA	DWA_A	
EXP-ANV-01-R11__2022-03-22__07-11-16	2023-01-03 13:59:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-11-16.MP4	60.830	29.97	ZG	juvenileunknown	reposit	Behavior	item	POINT	5.472	5.472	NA		
EXP-ANV-01-R11__2022-04-25__13-39-47	2023-01-04 16:12:12		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-39-47.MP4	60.860	29.97	ZG	MIC	seqstart	Sequence info	almendrabrown	POINT	5.650	5.650	NA		
EXP-ANV-01-R11__2022-03-23__09-05-55	2023-01-03 14:19:00		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-23__09-05-55.MP4	60.890	29.97	ZG	juvenileunknown	seqstart	Sequence info	almendraunknown	POINT	5.651	5.651	NA	red	
EXP-ANV-01-R11__2022-04-25__13-39-47	2023-01-04 16:12:12		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-39-47.MP4	60.860	29.97	ZG	MIC	hammerstone	Sequence info	onanvil|None|None|e_onanvil	POINT	5.651	5.651	NA	DWA_A	
EXP-ANV-01-R11__2022-03-23__09-05-55	2023-01-03 14:19:00		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-23__09-05-55.MP4	60.890	29.97	ZG	juvenileunknown	hammerstone	Sequence info	onanvil|None|None|e_onanvil	POINT	5.652	5.652	NA	DWA_A	
EXP-ANV-01-R11__2022-04-22__17-30-24	2023-01-03 16:28:04		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-22__17-30-24.MP4	60.890	29.97	ZG	BAL	pound	Behavior	stand|1foot|None	POINT	5.672	5.672	NA		
EXP-ANV-01-R11__2022-04-25__12-39-44	2023-01-04 10:57:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-39-44.MP4	60.890	29.97	ZG	BAL	pound	Behavior	stand|None|None	POINT	5.672	5.672	NA		
EXP-ANV-01-R11__2022-03-16__12-10-48	2023-01-02 13:30:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__12-10-48.MP4	60.860	29.97	ZG	SPT	seqstart	Sequence info	almendragreen	POINT	5.739	5.739	NA		
EXP-ANV-01-R11__2022-03-16__17-03-12	2023-01-02 13:59:25		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-03-12.MP4	60.860	29.97	ZG	BAL	pound	Behavior	stand|None|overhead	POINT	5.739	5.739	NA		
EXP-ANV-01-R11__2022-03-25__18-02-24	2023-01-03 15:28:37		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-02-24.MP4	60.830	29.97	ZG	juvenileunknown	pound	Behavior	crouch|None|None	POINT	5.739	5.739	NA		
EXP-ANV-01-R11__2022-03-27__17-56-38	2023-01-03 16:03:44		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__17-56-38.MP4	60.860	29.97	ZG	juvenileunknown	pound	Behavior	stand|1foot|None	POINT	5.739	5.739	NA		
EXP-ANV-01-R11__2022-03-16__12-10-48	2023-01-02 13:30:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__12-10-48.MP4	60.860	29.97	ZG	SPT	hammerstone	Sequence info	onanvil|None|None|e_onanvil	POINT	5.740	5.740	NA	DWA_A	
EXP-ANV-01-R11__2022-03-17__08-36-56	2023-01-03 11:28:06		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__08-36-56.MP4	60.860	29.97	ZG	PEA	pound	Behavior	stand|1foot|overhead	POINT	5.873	5.873	NA		
EXP-ANV-01-R11__2022-03-17__07-50-54	2023-01-02 16:47:51		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__07-50-54.MP4	60.860	29.97	ZG	PEA	seqend	Sequence info	opened|None|None|None	POINT	5.901	5.901	NA	maybe snail?	
EXP-ANV-01-R11__2022-03-25__18-08-10	2023-01-03 15:32:27		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-08-10.MP4	60.690	29.97	ZG	PEA	pound	Behavior	stand|1foot|None	POINT	5.906	5.906	NA		
EXP-ANV-01-R11__2022-04-25__12-51-45	2023-01-04 14:13:58		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-51-45.MP4	60.890	29.97	ZG	BAL	misstrike	Behavior	other	POINT	5.906	5.906	NA	ZIM steals almendra before hammerstone hits	
EXP-ANV-01-R11__2022-03-16__17-04-22	2023-01-02 14:06:46		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-04-22.MP4	60.890	29.97	ZG	BAL	reposit	Behavior	item	POINT	6.073	6.073	NA		
EXP-ANV-01-R11__2022-04-25__12-45-10	2023-01-04 13:39:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-45-10.MP4	60.860	29.97	ZG	ZIM	pound	Behavior	stand|None|None	POINT	6.073	6.073	NA		
EXP-ANV-01-R11__2022-04-25__12-52-59	2023-01-04 14:34:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-52-59.MP4	60.860	29.97	ZG	BAL	pound	Behavior	stand|None|None	POINT	6.073	6.073	NA	takes step backwards during pound, one foot off anvil	
EXP-ANV-01-R11__2022-03-22__07-09-49	2023-01-03 13:50:56		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-09-49.MP4	60.890	29.97	ZG	juvenileunknown	reposit	Behavior	hammer	POINT	6.106	6.106	NA		
EXP-ANV-01-R11__2022-03-25__18-14-02	2023-01-03 15:43:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-14-02.MP4	60.860	29.97	ZG	juvenileunknown	misstrike	Behavior	hammerlost	POINT	6.106	6.106	NA		
