Observation id,Observation date,Description,Observation type,Source,Total duration,Media duration (s),FPS (frame/s),Coder ID,Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Modifier #2,Modifier #3,Modifier #4,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
CEBUS-02-R11__2022-02-17__07-57-46,13/07/2023 13:57,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,33,60.894,29.97,LR,TOM,0,pound,Behavior,crouch,tailsupport,None,,POINT,17.05,17.05,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,511,511,,,,
CEBUS-02-R11__2022-02-17__07-57-46,13/07/2023 13:57,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,33,60.894,29.97,LR,TOM,0,seqend,Sequence info,opened,None,None,None,POINT,19.92,19.92,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,597,597,,,,
CEBUS-02-R11__2022-02-17__07-57-46,13/07/2023 13:57,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,33,60.894,29.97,LR,TOM,0,seqstart,Sequence info,almendrabrown,,,,POINT,23.657,23.657,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,709,709,,,,
CEBUS-02-R11__2022-02-17__07-57-46,13/07/2023 13:57,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,33,60.894,29.97,LR,TOM,0,hammerstone,Sequence info,onanvil,unmarked,e_onanvil,,POINT,23.824,23.824,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,714,714,,,"grey, blocky, half size of FRE, sharp edges/corners",
CEBUS-02-R11__2022-02-17__07-57-46,13/07/2023 13:57,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,33,60.894,29.97,LR,TOM,0,pound,Behavior,stand,None,None,,POINT,24.892,24.892,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,746,746,,,,
CEBUS-02-R11__2022-02-17__07-57-46,13/07/2023 13:57,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,33,60.894,29.97,LR,TOM,0,pound,Behavior,stand,None,None,,POINT,25.959,25.959,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,778,778,,,,
CEBUS-02-R11__2022-02-17__07-57-46,13/07/2023 13:57,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,33,60.894,29.97,LR,TOM,0,misstrike,Behavior,itemflies,,,,POINT,26.326,26.326,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,789,789,,,,
CEBUS-02-R11__2022-02-17__07-57-46,13/07/2023 13:57,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,33,60.894,29.97,LR,TOM,0,pound,Behavior,crouch,None,None,,POINT,29.196,29.196,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,875,875,,,,
CEBUS-02-R11__2022-02-17__07-57-46,13/07/2023 13:57,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,33,60.894,29.97,LR,TOM,0,reposit,Behavior,item,,,,POINT,29.563,29.563,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,886,886,,,,
CEBUS-02-R11__2022-02-17__07-57-46,13/07/2023 13:57,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,33,60.894,29.97,LR,TOM,0,pound,Behavior,crouch,None,None,,POINT,30.697,30.697,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,920,920,,,,
CEBUS-02-R11__2022-02-17__07-57-46,13/07/2023 13:57,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,33,60.894,29.97,LR,TOM,0,seqend,Sequence info,opened,noscrounging,nodisplacement,noattention,POINT,33,33,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-57-46.MP4,989,989,,,,
CEBUS-02-R11__2022-02-17__07-58-52,13/07/2023 14:08,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-58-52.MP4,7.441,60.894,29.97,LR,TOM,0,seqstart,Sequence info,almendrabrown,,,,POINT,0,0,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-58-52.MP4,0,0,,,,
CEBUS-02-R11__2022-02-17__07-58-52,13/07/2023 14:08,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-58-52.MP4,7.441,60.894,29.97,LR,TOM,0,hammerstone,Sequence info,inhand,unmarked,e_onanvil,,POINT,0.067,0.067,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-58-52.MP4,2,2,,,"grey, blocky, half size of FRE, sharp edges/corners",
CEBUS-02-R11__2022-02-17__07-58-52,13/07/2023 14:08,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-58-52.MP4,7.441,60.894,29.97,LR,TOM,0,pound,Behavior,crouch,tailsupport,None,,POINT,0.501,0.501,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-58-52.MP4,15,15,,,,
CEBUS-02-R11__2022-02-17__07-58-52,13/07/2023 14:08,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-58-52.MP4,7.441,60.894,29.97,LR,TOM,0,seqend,Sequence info,opened,None,None,None,POINT,7.441,7.441,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__07-58-52.MP4,223,223,,,,
CEBUS-02-R11__2022-02-17__08-40-42,13/07/2023 14:13,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__08-40-42.MP4,6.974,60.894,29.97,LR,TOM,0,seqstart,Sequence info,almendrabrown,,,,POINT,0,0,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__08-40-42.MP4,0,0,,,,
CEBUS-02-R11__2022-02-17__08-40-42,13/07/2023 14:13,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__08-40-42.MP4,6.974,60.894,29.97,LR,TOM,0,hammerstone,Sequence info,inhand,unmarked,e_onanvil,,POINT,0.133,0.133,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__08-40-42.MP4,4,4,,,"grey, blocky, half size of FRE, sharp edges/corners",
CEBUS-02-R11__2022-02-17__08-40-42,13/07/2023 14:13,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__08-40-42.MP4,6.974,60.894,29.97,LR,TOM,0,pound,Behavior,crouch,None,None,,POINT,0.334,0.334,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__08-40-42.MP4,10,10,,,,
CEBUS-02-R11__2022-02-17__08-40-42,13/07/2023 14:13,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__08-40-42.MP4,6.974,60.894,29.97,LR,TOM,0,seqend,Sequence info,opened,noscrounging,nodisplacement,noattention,POINT,6.974,6.974,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__08-40-42.MP4,209,209,,,hear behind camera,
CEBUS-02-R11__2022-02-17__09-14-02,13/07/2023 14:17,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,35.335,60.861,29.97,LR,TOM,0,seqstart,Sequence info,almendrabrown,,,,POINT,10.344,10.344,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,310,310,,,,
CEBUS-02-R11__2022-02-17__09-14-02,13/07/2023 14:17,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,35.335,60.861,29.97,LR,TOM,0,hammerstone,Sequence info,onanvil,unmarked,e_onanvil,,POINT,10.577,10.577,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,317,317,,,"grey, blocky, half size of FRE, sharp edges/corners",
CEBUS-02-R11__2022-02-17__09-14-02,13/07/2023 14:17,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,35.335,60.861,29.97,LR,TOM,0,pound,Behavior,crouch,None,None,,POINT,11.745,11.745,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,352,352,,,,
CEBUS-02-R11__2022-02-17__09-14-02,13/07/2023 14:17,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,35.335,60.861,29.97,LR,TOM,0,pound,Behavior,crouch,None,None,,POINT,14.348,14.348,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,430,430,,,,
CEBUS-02-R11__2022-02-17__09-14-02,13/07/2023 14:17,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,35.335,60.861,29.97,LR,TOM,0,seqend,Sequence info,opened,None,None,None,POINT,19.62,19.62,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,588,588,,,,
CEBUS-02-R11__2022-02-17__09-14-02,13/07/2023 14:17,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,35.335,60.861,29.97,LR,TOM,0,seqstart,Sequence info,almendrabrown,,,,POINT,37.905,37.905,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,1136,1136,,,,
CEBUS-02-R11__2022-02-17__09-14-02,13/07/2023 14:17,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,35.335,60.861,29.97,LR,TOM,0,hammerstone,Sequence info,onanvil,unmarked,e_onanvil,,POINT,38.505,38.505,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,1154,1154,,,"grey, blocky, half size of FRE, sharp edges/corners",
CEBUS-02-R11__2022-02-17__09-14-02,13/07/2023 14:17,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,35.335,60.861,29.97,LR,TOM,0,pound,Behavior,crouch,None,None,,POINT,39.139,39.139,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,1173,1173,,,,
CEBUS-02-R11__2022-02-17__09-14-02,13/07/2023 14:17,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,35.335,60.861,29.97,LR,TOM,0,reposit,Behavior,hammer,,,,POINT,41.275,41.275,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,1237,1237,,,"item almost rolls off, TOM about to grab it (doesn't), has to grab hammer differently",
CEBUS-02-R11__2022-02-17__09-14-02,13/07/2023 14:17,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,35.335,60.861,29.97,LR,TOM,0,pound,Behavior,crouch,None,None,,POINT,42.109,42.109,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,1262,1262,,,,
CEBUS-02-R11__2022-02-17__09-14-02,13/07/2023 14:17,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,35.335,60.861,29.97,LR,TOM,0,reposit,Behavior,hammer,,,,POINT,43.076,43.076,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,1291,1291,,,,
CEBUS-02-R11__2022-02-17__09-14-02,13/07/2023 14:17,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,35.335,60.861,29.97,LR,TOM,0,pound,Behavior,crouch,None,None,,POINT,44.244,44.244,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,1326,1326,,,,
CEBUS-02-R11__2022-02-17__09-14-02,13/07/2023 14:17,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,35.335,60.861,29.97,LR,TOM,0,seqend,Sequence info,abandoned,None,None,None,POINT,45.679,45.679,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-14-02.MP4,1369,1369,,,opened but not eaten,
CEBUS-02-R11__2022-02-17__09-17-04,13/07/2023 14:29,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-17-04.MP4,60.885,60.894,29.97,LR,ZIM,0,seqstart,Sequence info,almendrabrown,,,,POINT,0,0,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-17-04.MP4,NA,NA,,,"ZIM coded ""spot on nose""",
CEBUS-02-R11__2022-02-17__09-17-04,13/07/2023 14:29,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-17-04.MP4,60.885,60.894,29.97,LR,ZIM,0,hammerstone,Sequence info,onanvil,unmarked,e_onanvil,,POINT,0.1,0.1,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-17-04.MP4,3,3,,,"grey, very small (maybe one of the broken off pieces of ""grey, blocky, half size of FRE, sharp edges/corners"")
probably brought it with him (3min before that hammer was not on the anvil)
next video: is on anvil",
CEBUS-02-R11__2022-02-17__09-17-04,13/07/2023 14:29,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-17-04.MP4,60.885,60.894,29.97,LR,ZIM,0,pound,Behavior,crouch,1hand,None,,POINT,1.301,1.301,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-17-04.MP4,39,39,,,,
CEBUS-02-R11__2022-02-17__09-17-04,13/07/2023 14:29,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-17-04.MP4,60.885,60.894,29.97,LR,ZIM,0,reposit,Behavior,peel,,,,POINT,10.344,10.344,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-17-04.MP4,310,310,,,tries to crack it with teeth,
CEBUS-02-R11__2022-02-17__09-17-04,13/07/2023 14:29,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-17-04.MP4,60.885,60.894,29.97,LR,ZIM,0,pound,Behavior,crouch,1hand,None,,POINT,40.607,40.607,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-17-04.MP4,1217,1217,,,,
CEBUS-02-R11__2022-02-17__09-17-04,13/07/2023 14:29,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-17-04.MP4,60.885,60.894,29.97,LR,ZIM,0,seqend,Sequence info,abandoned,None,None,None,POINT,60.885,60.885,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__09-17-04.MP4,1825,1825,,,"still lies there in next video without capuchin in frame
(didn't hear the crack from opening)",
CEBUS-02-R11__2022-02-17__17-17-52,13/07/2023 14:46,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,57.991,60.894,29.97,LR,SMG,0,seqstart,Sequence info,almendrabrown,,,,POINT,0,0,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,0,0,,,,
CEBUS-02-R11__2022-02-17__17-17-52,13/07/2023 14:46,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,57.991,60.894,29.97,LR,SMG,0,hammerstone,Sequence info,onanvil,None,e_onanvil,,POINT,0.1,0.1,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,3,3,,,FRE; has hands on it like there already was a pound,
CEBUS-02-R11__2022-02-17__17-17-52,13/07/2023 14:46,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,57.991,60.894,29.97,LR,SMG,0,pound,Behavior,stand,None,None,,POINT,1.735,1.735,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,52,52,,,,
CEBUS-02-R11__2022-02-17__17-17-52,13/07/2023 14:46,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,57.991,60.894,29.97,LR,SMG,0,seqend,Sequence info,opened,None,None,None,POINT,5.138,5.138,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,154,154,,,,
CEBUS-02-R11__2022-02-17__17-17-52,13/07/2023 14:46,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,57.991,60.894,29.97,LR,SMG,0,seqstart,Sequence info,almendrabrown,,,,POINT,19.386,19.386,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,581,581,,,,
CEBUS-02-R11__2022-02-17__17-17-52,13/07/2023 14:46,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,57.991,60.894,29.97,LR,SMG,0,hammerstone,Sequence info,onanvil,None,e_onanvil,,POINT,19.52,19.52,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,585,585,,,FRE,
CEBUS-02-R11__2022-02-17__17-17-52,13/07/2023 14:46,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,57.991,60.894,29.97,LR,SMG,0,pound,Behavior,stand,None,None,,POINT,22.256,22.256,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,667,667,,,,
CEBUS-02-R11__2022-02-17__17-17-52,13/07/2023 14:46,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,57.991,60.894,29.97,LR,SMG,0,pound,Behavior,stand,None,None,,POINT,23.757,23.757,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,712,712,,,,
CEBUS-02-R11__2022-02-17__17-17-52,13/07/2023 14:46,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,57.991,60.894,29.97,LR,SMG,0,seqend,Sequence info,opened,None,None,None,POINT,26.026,26.026,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,780,780,,,,
CEBUS-02-R11__2022-02-17__17-17-52,13/07/2023 14:46,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,57.991,60.894,29.97,LR,SMG,0,seqstart,Sequence info,almendrabrown,,,,POINT,47.814,47.814,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,1433,1433,,,,
CEBUS-02-R11__2022-02-17__17-17-52,13/07/2023 14:46,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,57.991,60.894,29.97,LR,SMG,0,hammerstone,Sequence info,onanvil,None,e_onanvil,,POINT,48.015,48.015,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,1439,1439,,,FRE,
CEBUS-02-R11__2022-02-17__17-17-52,13/07/2023 14:46,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,57.991,60.894,29.97,LR,SMG,0,pound,Behavior,stand,None,None,,POINT,49.349,49.349,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,1479,1479,,,,
CEBUS-02-R11__2022-02-17__17-17-52,13/07/2023 14:46,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,57.991,60.894,29.97,LR,SMG,0,pound,Behavior,crouch,None,None,,POINT,51.084,51.084,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,1531,1531,,,,
CEBUS-02-R11__2022-02-17__17-17-52,13/07/2023 14:46,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,57.991,60.894,29.97,LR,SMG,0,seqend,Sequence info,opened,None,None,None,POINT,57.991,57.991,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-17-52.MP4,1738,1738,,,,
CEBUS-02-R11__2022-02-17__17-35-15,13/07/2023 16:07,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-35-15.MP4,20.52,60.894,29.97,LR,TER,0,seqstart,Sequence info,almendragreen,,,,POINT,19.62,19.62,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-35-15.MP4,588,588,,,vigilant,
CEBUS-02-R11__2022-02-17__17-35-15,13/07/2023 16:07,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-35-15.MP4,20.52,60.894,29.97,LR,TER,0,hammerstone,Sequence info,onanvil,None,e_onanvil,,POINT,19.82,19.82,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-35-15.MP4,594,594,,,FRE,
CEBUS-02-R11__2022-02-17__17-35-15,13/07/2023 16:07,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-35-15.MP4,20.52,60.894,29.97,LR,TER,0,pound,Behavior,stand,tailsupport,None,,POINT,21.922,21.922,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-35-15.MP4,657,657,,,,
CEBUS-02-R11__2022-02-17__17-35-15,13/07/2023 16:07,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-35-15.MP4,20.52,60.894,29.97,LR,TER,0,misstrike,Behavior,itemflies,,,,POINT,22.055,22.055,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-35-15.MP4,661,661,,,,
CEBUS-02-R11__2022-02-17__17-35-15,13/07/2023 16:07,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-35-15.MP4,20.52,60.894,29.97,LR,TER,0,reposit,Behavior,item,,,,POINT,37.704,37.704,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-35-15.MP4,1130,1130,,,"pushes item off and puts it back on anvil
",
CEBUS-02-R11__2022-02-17__17-35-15,13/07/2023 16:07,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-35-15.MP4,20.52,60.894,29.97,LR,TER,0,pound,Behavior,stand,None,None,,POINT,39.039,39.039,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-35-15.MP4,1170,1170,,,,
CEBUS-02-R11__2022-02-17__17-35-15,13/07/2023 16:07,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-35-15.MP4,20.52,60.894,29.97,LR,TER,0,seqend,Sequence info,relocated,None,None,None,POINT,40.14,40.14,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-17__17-35-15.MP4,1203,1203,,,,
CEBUS-02-R11__2022-02-19__16-11-35,13/07/2023 16:14,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__16-11-35.MP4,51.118,60.861,29.97,LR,TOM,0,seqstart,Sequence info,almendrabrown,,,,POINT,0,0,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__16-11-35.MP4,0,0,,,,
CEBUS-02-R11__2022-02-19__16-11-35,13/07/2023 16:14,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__16-11-35.MP4,51.118,60.861,29.97,LR,TOM,0,hammerstone,Sequence info,onanvil,None,e_onanvil,,POINT,0.133,0.133,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__16-11-35.MP4,4,4,,,BAM,
CEBUS-02-R11__2022-02-19__16-11-35,13/07/2023 16:14,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__16-11-35.MP4,51.118,60.861,29.97,LR,TOM,0,pound,Behavior,crouch,None,None,,POINT,0.767,0.767,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__16-11-35.MP4,23,23,,,,
CEBUS-02-R11__2022-02-19__16-11-35,13/07/2023 16:14,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__16-11-35.MP4,51.118,60.861,29.97,LR,TOM,0,pound,Behavior,crouch,None,None,,POINT,1.568,1.568,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__16-11-35.MP4,47,47,,,,
CEBUS-02-R11__2022-02-19__16-11-35,13/07/2023 16:14,,Media file,player #1:D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__16-11-35.MP4,51.118,60.861,29.97,LR,TOM,0,seqend,Sequence info,opened,None,None,None,POINT,4.471,4.471,NA,D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-19__16-11-35.MP4,134,134,,,,
